EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
1.933,0.861,-2.278,0.162,-0.558,0.662,1.391,5.422,0.033,1.001,-0.205,-0.183,-0.366,-0.427,100.000,42772.000,1.000
3.572,1.779,-0.902,2.247,0.734,2.065,3.374,5.905,0.031,1.001,-0.206,-0.305,-0.366,-0.427,100.000,42773.000,1.000
4.048,2.001,-0.184,3.540,0.767,1.351,3.446,5.388,0.031,1.001,-0.204,-0.305,-0.336,-0.427,100.000,42774.000,1.000
3.163,1.550,-0.181,3.725,0.087,-0.731,2.157,4.349,0.030,1.002,-0.204,-0.336,-0.336,-0.366,100.000,42775.000,1.000
1.439,0.922,-0.388,3.212,-0.241,-2.723,0.884,3.523,0.029,0.999,-0.206,-0.427,-0.214,-0.488,100.000,42776.000,1.000
-0.113,0.858,-0.060,2.872,0.730,-3.407,0.836,3.460,0.029,0.998,-0.206,-0.427,-0.122,-0.488,100.000,42777.000,1.000
-0.720,1.665,1.059,3.214,3.035,-2.566,2.049,3.920,0.029,1.000,-0.206,-0.397,-0.183,-0.488,100.000,42778.000,1.000
-0.387,2.909,2.457,3.912,5.699,-0.955,3.445,3.977,0.030,1.000,-0.206,-0.458,-0.122,-0.427,100.000,42779.000,1.000
0.251,3.819,3.332,4.118,7.461,0.386,3.885,2.821,0.027,1.002,-0.205,-0.580,-0.122,-0.488,100.000,42780.000,1.000
0.568,3.945,3.285,3.227,7.658,0.827,3.049,0.410,0.027,1.001,-0.204,-0.488,-0.122,-0.427,100.000,42781.000,1.000
0.345,3.392,2.522,1.303,6.491,0.379,1.416,-2.646,0.024,1.001,-0.203,-0.549,-0.153,-0.488,100.000,42782.000,1.000
-0.294,2.594,1.536,-1.093,4.676,-0.422,-0.296,-5.587,0.024,1.001,-0.202,-0.702,-0.092,-0.488,100.000,42783.000,1.000
-0.927,2.077,0.875,-3.160,3.091,-0.894,-1.518,-7.729,0.026,1.001,-0.204,-0.824,-0.153,-0.183,100.000,42784.000,1.000
-0.832,2.370,1.104,-4.025,2.557,-0.685,-1.887,-8.469,0.024,1.001,-0.202,-0.916,-0.092,-0.275,100.000,42785.000,1.000
0.582,3.750,2.539,-3.153,3.458,0.135,-1.242,-7.503,0.023,1.001,-0.200,-0.977,-0.214,-0.092,100.000,42786.000,1.000
3.223,5.953,4.909,-0.759,5.453,1.361,0.313,-5.068,0.024,1.001,-0.202,-1.007,-0.275,-0.061,100.000,42787.000,1.000
6.377,8.344,7.515,2.363,7.731,2.815,2.383,-1.754,0.024,1.000,-0.201,-0.977,-0.458,0.031,100.000,42788.000,1.000
9.263,10.386,9.708,5.345,9.549,4.340,4.392,1.808,0.023,0.998,-0.203,-1.007,-0.458,0.122,100.000,42789.000,1.000
11.348,11.800,11.102,7.519,10.490,5.771,5.804,4.945,0.024,0.996,-0.204,-0.885,-0.519,0.153,100.000,42790.000,1.000
12.269,12.367,11.379,8.360,10.348,6.795,6.207,6.781,0.025,0.997,-0.205,-0.763,-0.519,0.244,100.000,42791.000,1.000
11.761,11.836,10.208,7.504,9.000,6.922,5.268,6.429,0.028,0.999,-0.205,-0.702,-0.488,0.153,100.000,42792.000,1.000
9.888,10.126,7.587,5.028,6.541,5.821,2.927,3.586,0.029,1.001,-0.204,-0.702,-0.519,0.183,100.000,42793.000,1.000
7.106,7.485,4.032,1.497,3.329,3.694,-0.345,-1.165,0.029,0.999,-0.203,-0.824,-0.580,0.305,100.000,42794.000,1.000
3.960,4.416,0.290,-2.412,-0.171,1.268,-3.663,-6.725,0.026,0.996,-0.205,-0.824,-0.580,0.397,100.000,42795.000,1.000
0.913,1.556,-2.959,-6.103,-3.445,-0.538,-6.030,-11.872,0.027,0.996,-0.205,-0.763,-0.488,0.488,100.000,42796.000,1.000
-1.608,-0.511,-5.203,-8.997,-5.945,-1.201,-6.732,-15.405,0.028,0.999,-0.205,-0.610,-0.488,0.519,100.000,42797.000,1.000
-3.279,-1.538,-6.270,-10.664,-7.332,-1.066,-5.790,-16.444,0.030,1.003,-0.201,-0.641,-0.458,0.305,100.000,42798.000,1.000
-4.037,-1.783,-6.440,-11.085,-7.683,-1.044,-4.024,-14.977,0.031,1.002,-0.200,-0.671,-0.427,0.336,100.000,42799.000,1.000
-4.141,-1.830,-6.233,-10.632,-7.382,-1.759,-2.473,-11.954,0.032,1.003,-0.203,-0.885,-0.336,0.397,100.000,42800.000,1.000
-4.064,-2.205,-6.027,-9.770,-6.826,-3.048,-1.653,-8.602,0.033,1.000,-0.202,-0.946,-0.366,0.214,100.000,42801.000,1.000
-4.230,-3.073,-5.852,-8.790,-6.202,-4.246,-1.452,-5.801,0.031,0.995,-0.203,-0.916,-0.214,0.336,100.000,42802.000,1.000
-4.820,-4.218,-5.510,-7.787,-5.495,-4.819,-1.667,-4.035,0.032,0.989,-0.203,-0.885,-0.122,0.336,100.000,42803.000,1.000
-5.896,-5.321,-4.925,-6.788,-4.664,-4.639,-2.199,-3.392,0.032,0.987,-0.205,-0.732,0.000,0.153,100.000,42804.000,1.000
-7.468,-6.159,-4.261,-5.810,-3.691,-3.778,-2.707,-3.452,0.030,0.986,-0.207,-0.580,0.153,0.061,100.000,42805.000,1.000
-9.251,-6.485,-3.664,-4.787,-2.507,-2.335,-2.573,-3.506,0.030,0.989,-0.207,-0.336,0.153,0.000,100.000,42806.000,1.000
-10.666,-6.139,-3.165,-3.675,-1.116,-0.565,-1.445,-3.132,0.030,0.992,-0.207,0.000,0.092,0.000,100.000,42807.000,1.000
-11.251,-5.334,-2.853,-2.614,0.202,1.027,0.303,-2.443,0.031,0.994,-0.206,0.000,0.305,0.061,100.000,42808.000,1.000
-10.842,-4.502,-2.792,-1.789,1.084,1.934,1.795,-1.696,0.031,0.996,-0.207,-0.061,0.427,0.031,100.000,42809.000,1.000
-9.440,-3.917,-2.830,-1.184,1.393,1.919,2.296,-0.916,0.031,0.995,-0.207,0.000,0.427,-0.031,100.000,42810.000,1.000
-7.228,-3.601,-2.695,-0.601,1.244,1.087,1.654,-0.020,0.030,0.993,-0.205,0.092,0.458,0.061,100.000,42811.000,1.000
-4.564,-3.327,-2.175,0.182,0.976,-0.046,0.405,1.005,0.029,0.995,-0.207,0.183,0.427,0.000,100.000,42812.000,1.000
-1.828,-2.682,-1.170,1.270,1.058,-0.744,-0.489,2.122,0.029,0.999,-0.204,0.214,0.458,0.092,100.000,42813.000,1.000
0.537,-1.457,0.130,2.461,1.662,-0.678,-0.374,3.108,0.026,1.003,-0.203,0.244,0.427,0.000,100.000,42814.000,1.000
1.955,-0.008,1.166,3.239,2.353,-0.306,0.511,3.480,0.025,1.004,-0.201,0.183,0.458,-0.031,100.000,42815.000,1.000
2.055,0.934,1.344,3.150,2.427,-0.375,1.328,2.896,0.027,1.005,-0.203,0.153,0.488,-0.061,100.000,42816.000,1.000
1.055,0.828,0.474,2.133,1.513,-1.157,1.404,1.553,0.025,1.004,-0.206,0.031,0.458,-0.305,100.000,42817.000,1.000
-0.353,-0.243,-1.088,0.520,-0.159,-2.269,0.662,0.026,0.028,1.004,-0.206,-0.305,0.366,-0.214,100.000,42818.000,1.000
-1.415,-1.629,-2.614,-1.121,-1.905,-3.077,-0.485,-1.150,0.027,1.004,-0.206,-0.458,0.244,-0.336,100.000,42819.000,1.000
-1.685,-2.644,-3.406,-2.193,-3.009,-3.232,-1.500,-1.753,0.028,1.006,-0.206,-0.549,0.275,-0.397,100.000,42820.000,1.000
-1.129,-2.974,-3.126,-2.262,-3.093,-2.839,-1.972,-1.790,0.028,1.004,-0.205,-0.732,0.214,-0.397,100.000,42821.000,1.000
0.003,-2.659,-1.878,-1.211,-2.235,-2.223,-1.709,-1.296,0.029,1.002,-0.203,-0.763,0.244,-0.275,100.000,42822.000,1.000
1.291,-1.948,-0.147,0.595,-0.886,-1.668,-0.771,-0.328,0.027,1.004,-0.201,-0.824,0.214,-0.275,100.000,42823.000,1.000
2.243,-1.213,1.395,2.434,0.382,-1.250,0.638,1.008,0.026,1.005,-0.206,-0.946,0.122,-0.244,100.000,42824.000,1.000
2.517,-0.798,2.210,3.665,1.200,-0.835,2.289,2.550,0.027,1.006,-0.206,-1.038,0.214,-0.214,100.000,42825.000,1.000
2.107,-0.856,2.150,4.026,1.542,-0.287,3.866,3.968,0.027,1.005,-0.204,-1.251,0.244,-0.092,100.000,42826.000,1.000
1.303,-1.306,1.475,3.606,1.596,0.353,4.927,4.816,0.026,1.004,-0.201,-1.343,0.214,0.000,100.000,42827.000,1.000
0.557,-1.794,0.773,2.817,1.665,1.033,5.208,4.988,0.025,1.002,-0.200,-1.495,0.153,-0.122,100.000,42828.000,1.000
0.487,-1.669,0.870,2.444,2.182,1.925,5.023,5.037,0.026,1.006,-0.199,-1.556,0.214,0.031,100.000,42829.000,1.000
1.686,-0.375,2.411,3.272,3.500,3.258,5.084,5.752,0.024,1.004,-0.198,-1.770,0.122,0.183,100.000,42830.000,1.000
4.165,1.932,5.200,5.390,5.415,4.898,5.739,7.338,0.026,1.005,-0.202,-1.892,0.122,0.275,100.000,42831.000,1.000
6.998,4.268,8.066,7.927,7.079,6.266,6.570,9.148,0.025,1.006,-0.203,-2.075,0.000,0.031,100.000,42832.000,1.000
8.662,5.397,9.488,9.520,7.509,6.777,6.848,10.135,0.024,1.002,-0.200,-2.258,-0.061,0.153,100.000,42833.000,1.000
7.886,4.504,8.418,9.079,6.181,6.243,6.224,9.565,0.023,1.003,-0.198,-2.228,-0.153,-0.031,100.000,42834.000,1.000
4.366,1.580,4.785,6.366,3.272,4.857,4.875,7.511,0.024,1.000,-0.200,-2.350,-0.183,0.183,100.000,42835.000,1.000
-1.046,-2.488,-0.384,2.204,-0.372,2.996,3.218,4.865,0.022,0.999,-0.199,-2.319,-0.244,0.061,100.000,42836.000,1.000
-6.658,-6.246,-5.324,-1.871,-3.559,0.970,1.633,2.816,0.024,0.997,-0.197,-2.441,-0.305,0.000,100.000,42837.000,1.000
-10.665,-8.424,-8.381,-4.443,-5.348,-1.058,0.410,2.048,0.025,0.994,-0.197,-2.350,-0.366,0.031,100.000,42838.000,1.000
-12.011,-8.655,-8.873,-4.966,-5.548,-2.832,-0.195,2.360,0.027,0.994,-0.197,-2.319,-0.458,-0.031,100.000,42839.000,1.000
-10.940,-7.690,-7.425,-3.966,-4.794,-3.980,-0.196,2.941,0.027,0.993,-0.199,-2.289,-0.458,0.061,100.000,42840.000,1.000
-8.738,-6.843,-5.502,-2.618,-4.136,-4.374,-0.098,2.940,0.026,0.992,-0.200,-2.136,-0.549,0.031,100.000,42841.000,1.000
-6.660,-6.954,-4.353,-1.830,-4.227,-4.309,-0.526,2.077,0.027,0.991,-0.199,-1.984,-0.488,0.061,100.000,42842.000,1.000
-5.070,-7.803,-4.214,-1.598,-4.859,-4.240,-1.691,0.843,0.027,0.988,-0.200,-1.678,-0.458,0.214,100.000,42843.000,1.000
-3.592,-8.440,-4.467,-1.288,-5.297,-4.398,-3.248,-0.058,0.029,0.987,-0.198,-1.495,-0.427,0.305,100.000,42844.000,1.000
-1.780,-7.935,-4.343,-0.352,-4.897,-4.514,-4.413,-0.239,0.030,0.986,-0.200,-1.282,-0.519,0.336,100.000,42845.000,1.000
0.504,-5.951,-3.433,1.288,-3.427,-3.992,-4.349,0.446,0.030,0.988,-0.198,-0.977,-0.336,0.488,100.000,42846.000,1.000
3.001,-2.971,-1.894,3.204,-1.197,-2.621,-2.927,1.856,0.030,0.988,-0.199,-0.824,-0.153,0.519,100.000,42847.000,1.000
5.046,-0.170,-0.442,4.567,0.920,-1.104,-1.031,3.300,0.033,0.988,-0.197,-0.671,-0.153,0.488,100.000,42848.000,1.000
5.889,1.220,0.107,4.612,1.910,-0.576,0.207,3.897,0.032,0.988,-0.200,-0.366,-0.092,0.519,100.000,42849.000,1.000
5.297,0.776,-0.470,3.276,1.388,-1.524,0.286,3.355,0.031,0.988,-0.201,-0.244,0.031,0.427,100.000,42850.000,1.000
3.769,-0.810,-1.603,1.316,-0.066,-3.286,-0.568,2.049,0.032,0.992,-0.198,0.061,0.092,0.397,100.000,42851.000,1.000
2.162,-2.292,-2.401,-0.212,-1.347,-4.501,-1.631,0.628,0.031,0.991,-0.201,0.183,0.214,0.397,100.000,42852.000,1.000
1.227,-2.644,-2.188,-0.545,-1.510,-3.937,-1.928,-0.194,0.032,0.993,-0.199,0.397,0.275,0.366,100.000,42853.000,1.000
1.362,-1.487,-0.830,0.460,-0.283,-1.310,-0.905,0.120,0.031,0.996,-0.198,0.458,0.427,0.488,100.000,42854.000,1.000
2.452,0.761,1.155,2.281,1.736,2.307,0.953,1.546,0.031,0.998,-0.198,0.671,0.488,0.397,100.000,42855.000,1.000
3.879,3.042,2.875,4.022,3.472,5.157,2.569,3.464,0.032,1.000,-0.202,0.610,0.610,0.366,100.000,42856.000,1.000
4.886,4.325,3.674,4.996,4.147,6.163,3.320,5.079,0.031,1.003,-0.200,0.671,0.610,0.214,100.000,42857.000,1.000
5.048,4.308,3.485,5.057,3.683,5.565,3.393,5.829,0.030,1.004,-0.201,0.641,0.610,0.092,100.000,42858.000,1.000
4.451,3.480,2.665,4.412,2.462,4.300,3.155,5.426,0.029,1.005,-0.202,0.671,0.580,0.000,100.000,42859.000,1.000
3.553,2.682,1.715,3.313,0.954,3.038,2.517,3.777,0.030,1.005,-0.199,0.610,0.702,-0.031,100.000,42860.000,1.000
2.873,2.582,1.091,1.953,-0.454,1.897,1.113,1.135,0.029,1.005,-0.198,0.549,0.763,0.000,100.000,42861.000,1.000
2.667,3.303,1.011,0.510,-1.560,0.782,-1.108,-1.849,0.030,1.004,-0.199,0.519,0.763,-0.061,100.000,42862.000,1.000
2.861,4.424,1.360,-0.796,-2.354,-0.316,-3.695,-4.490,0.028,1.001,-0.198,0.427,0.732,-0.122,100.000,42863.000,1.000
3.332,5.469,1.974,-1.680,-2.742,-1.165,-5.800,-6.305,0.028,0.996,-0.201,0.305,0.793,-0.153,100.000,42864.000,1.000
4.114,6.351,2.952,-1.852,-2.356,-1.315,-6.455,-6.900,0.027,0.996,-0.204,0.183,0.793,-0.092,100.000,42865.000,1.000
5.128,7.087,4.395,-1.313,-1.001,-0.531,-5.230,-6.200,0.029,0.995,-0.204,0.366,0.732,-0.153,100.000,42866.000,1.000
5.918,7.365,5.911,-0.601,0.780,0.770,-2.815,-4.805,0.030,0.999,-0.202,0.580,0.671,-0.061,100.000,42867.000,1.000
5.938,6.808,6.773,-0.424,1.991,1.758,-0.619,-3.584,0.030,1.005,-0.204,0.366,0.763,0.153,100.000,42868.000,1.000
4.969,5.493,6.562,-1.008,2.043,1.929,0.388,-2.957,0.030,1.005,-0.204,0.458,0.732,0.153,100.000,42869.000,1.000
3.119,3.919,5.402,-2.041,1.083,1.509,0.280,-2.883,0.027,1.001,-0.204,0.397,0.702,0.183,100.000,42870.000,1.000
0.703,2.620,3.693,-3.122,-0.341,1.117,-0.307,-3.241,0.028,1.000,-0.204,0.366,0.580,0.183,100.000,42871.000,1.000
-1.703,1.941,1.885,-3.959,-1.648,1.114,-0.865,-3.875,0.028,0.998,-0.206,0.275,0.488,0.214,100.000,42872.000,1.000
-3.349,2.007,0.447,-4.250,-2.339,1.402,-1.193,-4.442,0.029,0.999,-0.203,0.244,0.427,0.122,100.000,42873.000,1.000
-3.692,2.719,-0.239,-3.760,-2.108,1.759,-1.266,-4.556,0.028,0.998,-0.204,0.366,0.427,0.183,100.000,42874.000,1.000
-2.852,3.686,-0.188,-2.665,-1.095,2.066,-1.230,-4.105,0.028,1.000,-0.203,0.275,0.366,0.275,100.000,42875.000,1.000
-1.560,4.351,0.137,-1.552,0.099,2.140,-1.356,-3.354,0.025,1.000,-0.201,0.244,0.427,0.397,100.000,42876.000,1.000
-0.644,4.315,0.161,-1.031,0.770,1.601,-1.852,-2.789,0.025,0.998,-0.202,0.183,0.397,0.244,100.000,42877.000,1.000
-0.670,3.440,-0.538,-1.490,0.439,0.184,-2.786,-2.863,0.026,0.997,-0.204,0.061,0.275,0.031,100.000,42878.000,1.000
-1.816,1.803,-2.116,-3.003,-0.990,-1.822,-4.129,-3.764,0.027,0.998,-0.204,0.000,0.183,-0.031,100.000,42879.000,1.000
-3.744,-0.223,-4.312,-5.158,-3.135,-3.677,-5.696,-5.298,0.026,0.997,-0.203,0.122,0.031,-0.153,100.000,42880.000,1.000
-5.714,-1.973,-6.483,-7.111,-5.271,-4.682,-7.012,-6.973,0.028,0.996,-0.205,0.153,0.031,-0.275,100.000,42881.000,1.000
-7.076,-2.796,-7.945,-8.097,-6.708,-4.492,-7.392,-8.218,0.026,0.997,-0.208,0.061,-0.061,-0.336,100.000,42882.000,1.000
-7.629,-2.424,-8.333,-7.914,-7.108,-3.190,-6.363,-8.573,0.027,0.995,-0.206,-0.031,0.000,-0.366,100.000,42883.000,1.000
-7.544,-1.167,-7.776,-6.943,-6.618,-1.411,-4.201,-7.860,0.027,0.996,-0.207,-0.031,0.031,-0.427,100.000,42884.000,1.000
-7.121,0.228,-6.808,-5.854,-5.805,-0.218,-1.944,-6.344,0.028,0.996,-0.204,-0.122,0.031,-0.366,100.000,42885.000,1.000
-6.548,1.063,-5.972,-5.202,-5.276,-0.345,-0.647,-4.629,0.027,0.997,-0.203,-0.122,-0.092,-0.183,100.000,42886.000,1.000
-5.840,1.093,-5.412,-5.125,-5.240,-1.531,-0.620,-3.328,0.026,0.998,-0.206,-0.183,0.000,-0.275,100.000,42887.000,1.000
-5.027,0.445,-4.923,-5.349,-5.464,-2.842,-1.402,-2.813,0.027,1.000,-0.208,-0.153,-0.092,-0.061,100.000,42888.000,1.000
-4.336,-0.669,-4.261,-5.426,-5.532,-3.550,-2.262,-3.023,0.025,0.999,-0.205,-0.061,-0.183,-0.122,100.000,42889.000,1.000
-4.081,-2.012,-3.315,-4.987,-5.067,-3.497,-2.618,-3.383,0.024,1.000,-0.206,-0.244,-0.275,-0.031,100.000,42890.000,1.000
-4.370,-3.244,-2.075,-3.865,-3.809,-2.868,-2.231,-3.117,0.025,1.001,-0.209,-0.244,-0.458,0.000,100.000,42891.000,1.000
-4.872,-3.913,-0.507,-2.060,-1.646,-1.858,-1.207,-1.800,0.025,1.000,-0.207,-0.275,-0.488,0.000,100.000,42892.000,1.000
-4.930,-3.641,1.471,0.298,1.334,-0.520,0.153,0.374,0.026,1.001,-0.205,-0.366,-0.519,0.092,100.000,42893.000,1.000
-4.073,-2.397,3.803,2.848,4.695,1.082,1.473,2.715,0.026,1.001,-0.206,-0.458,-0.488,0.183,100.000,42894.000,1.000
-2.458,-0.571,6.127,4.999,7.666,2.680,2.364,4.332,0.026,1.002,-0.203,-0.519,-0.580,0.153,100.000,42895.000,1.000
-0.736,1.199,7.892,6.196,9.453,3.885,2.630,4.653,0.028,1.000,-0.204,-0.549,-0.580,0.275,100.000,42896.000,1.000
0.488,2.255,8.639,6.197,9.602,4.369,2.411,3.824,0.027,1.000,-0.200,-0.610,-0.610,0.244,100.000,42897.000,1.000
1.033,2.170,8.205,5.163,8.194,3.950,2.025,2.550,0.029,0.999,-0.203,-0.824,-0.549,0.183,100.000,42898.000,1.000
1.067,0.931,6.755,3.582,5.801,2.731,1.711,1.642,0.030,0.999,-0.204,-0.854,-0.610,0.305,100.000,42899.000,1.000
0.881,-1.058,4.732,2.094,3.227,1.080,1.503,1.664,0.031,0.998,-0.202,-0.854,-0.641,0.305,100.000,42900.000,1.000
0.829,-3.051,2.830,1.293,1.239,-0.475,1.361,2.709,0.031,1.000,-0.206,-0.916,-0.366,0.305,100.000,42901.000,1.000
1.245,-4.203,1.782,1.525,0.415,-1.284,1.434,4.448,0.032,0.998,-0.207,-0.885,-0.427,0.122,100.000,42902.000,1.000
2.224,-4.044,1.979,2.749,0.966,-0.839,2.039,6.389,0.032,0.999,-0.209,-0.885,-0.214,0.061,100.000,42903.000,1.000
3.653,-2.733,3.309,4.622,2.666,0.800,3.336,8.114,0.033,0.998,-0.207,-0.885,-0.122,0.061,100.000,42904.000,1.000
5.343,-0.903,5.292,6.696,4.981,2.892,5.081,9.403,0.033,0.998,-0.209,-0.824,-0.031,0.000,100.000,42905.000,1.000
6.967,0.658,7.174,8.468,7.223,4.374,6.697,10.181,0.032,1.001,-0.207,-0.916,-0.061,0.061,100.000,42906.000,1.000
7.995,1.347,8.102,9.375,8.703,4.515,7.603,10.386,0.032,1.000,-0.203,-0.916,0.122,0.061,100.000,42907.000,1.000
7.955,1.027,7.531,9.038,8.996,3.374,7.539,9.967,0.031,0.998,-0.205,-1.007,0.153,0.122,100.000,42908.000,1.000
6.837,0.130,5.618,7.616,8.199,1.682,6.767,8.973,0.030,0.999,-0.204,-0.885,0.214,-0.031,100.000,42909.000,1.000
5.139,-0.603,3.171,5.776,6.905,0.334,5.917,7.564,0.028,0.998,-0.205,-0.824,0.336,-0.092,100.000,42910.000,1.000
3.384,-0.678,1.032,4.149,5.691,-0.164,5.372,5.825,0.028,0.999,-0.205,-0.885,0.366,-0.092,100.000,42911.000,1.000
1.810,-0.143,-0.415,2.947,4.725,0.108,4.916,3.807,0.026,1.000,-0.206,-0.854,0.397,-0.214,100.000,42912.000,1.000
0.569,0.691,-1.121,2.150,3.976,0.762,4.185,1.846,0.028,1.000,-0.205,-0.854,0.336,-0.061,100.000,42913.000,1.000
-0.155,1.530,-1.187,1.668,3.428,1.356,3.068,0.452,0.028,0.998,-0.204,-0.824,0.397,0.000,100.000,42914.000,1.000
-0.284,2.088,-0.929,1.246,2.960,1.415,1.603,-0.191,0.028,0.997,-0.203,-0.946,0.397,-0.214,100.000,42915.000,1.000
0.132,2.169,-0.760,0.582,2.373,0.701,-0.024,-0.317,0.028,0.997,-0.207,-0.824,0.397,-0.214,100.000,42916.000,1.000
0.908,1.779,-0.971,-0.421,1.588,-0.447,-1.329,-0.299,0.026,0.997,-0.201,-0.946,0.366,-0.122,100.000,42917.000,1.000
1.558,1.020,-1.725,-1.685,0.579,-1.358,-1.828,-0.525,0.025,0.998,-0.200,-1.007,0.336,-0.092,100.000,42918.000,1.000
1.435,-0.044,-3.098,-3.129,-0.778,-1.674,-1.563,-1.374,0.025,0.998,-0.200,-0.946,0.336,-0.061,100.000,42919.000,1.000
0.218,-1.393,-5.033,-4.697,-2.665,-1.634,-1.201,-3.160,0.026,0.999,-0.203,-0.977,0.244,-0.061,100.000,42920.000,1.000
-1.858,-2.998,-7.309,-6.343,-5.158,-1.836,-1.648,-6.010,0.023,1.001,-0.203,-0.977,0.153,0.000,100.000,42921.000,1.000
-4.227,-4.723,-9.591,-7.998,-8.081,-2.789,-3.507,-9.635,0.023,1.001,-0.204,-0.977,0.214,-0.092,100.000,42922.000,1.000
-6.327,-6.287,-11.512,-9.537,-10.980,-4.562,-6.678,-13.288,0.025,1.002,-0.198,-1.190,0.122,0.031,100.000,42923.000,1.000
-7.745,-7.291,-12.706,-10.708,-13.230,-6.672,-10.302,-16.074,0.023,1.001,-0.200,-1.099,0.000,0.000,100.000,42924.000,1.000
-8.136,-7.328,-12.801,-11.089,-14.207,-8.224,-13.099,-17.317,0.024,1.003,-0.199,-1.160,0.031,0.031,100.000,42925.000,1.000
-7.237,-6.210,-11.563,-10.286,-13.598,-8.419,-14.018,-16.738,0.024,1.002,-0.197,-1.160,-0.031,0.031,100.000,42926.000,1.000
-5.108,-4.212,-9.143,-8.313,-11.695,-7.171,-12.834,-14.638,0.027,1.001,-0.198,-1.190,-0.031,0.183,100.000,42927.000,1.000
-2.270,-2.022,-6.129,-5.705,-9.303,-5.220,-10.273,-11.866,0.027,1.001,-0.197,-1.251,-0.061,0.061,100.000,42928.000,1.000
0.413,-0.421,-3.360,-3.327,-7.332,-3.610,-7.611,-9.399,0.026,0.999,-0.199,-1.190,-0.031,0.122,100.000,42929.000,1.000
2.114,0.128,-1.547,-1.959,-6.358,-2.980,-5.860,-7.814,0.026,0.999,-0.200,-1.129,-0.122,0.336,100.000,42930.000,1.000
2.574,-0.213,-0.822,-1.784,-6.315,-3.164,-5.093,-7.023,0.027,0.998,-0.198,-1.160,-0.092,0.183,100.000,42931.000,1.000
2.204,-0.860,-0.790,-2.354,-6.663,-3.480,-4.751,-6.519,0.026,0.998,-0.200,-1.099,-0.031,0.214,100.000,42932.000,1.000
1.629,-1.311,-0.999,-3.073,-6.881,-3.410,-4.407,-5.958,0.026,0.998,-0.197,-0.977,-0.153,0.244,100.000,42933.000,1.000
1.273,-1.363,-1.148,-3.561,-6.674,-2.839,-3.908,-5.336,0.028,0.998,-0.199,-0.946,-0.244,0.214,100.000,42934.000,1.000
1.152,-1.105,-1.100,-3.723,-5.936,-1.923,-3.235,-4.785,0.030,0.998,-0.198,-0.977,-0.122,0.122,100.000,42935.000,1.000
0.872,-0.814,-0.897,-3.660,-4.709,-0.951,-2.583,-4.299,0.028,0.998,-0.197,-0.946,-0.061,0.061,100.000,42936.000,1.000
0.051,-0.651,-0.551,-3.336,-3.011,-0.144,-2.196,-3.481,0.028,0.996,-0.198,-0.702,-0.092,0.305,100.000,42937.000,1.000
-1.213,-0.437,0.120,-2.499,-0.784,0.519,-2.021,-1.791,0.030,0.996,-0.196,-0.702,0.000,0.153,100.000,42938.000,1.000
-2.417,0.125,1.277,-1.049,1.859,1.214,-1.734,0.745,0.027,0.997,-0.198,-0.580,-0.031,0.092,100.000,42939.000,1.000
-2.996,1.161,2.846,0.764,4.553,2.105,-1.000,3.376,0.029,0.995,-0.196,-0.427,0.000,0.183,100.000,42940.000,1.000
-2.499,2.618,4.659,2.613,6.974,3.332,0.434,5.272,0.029,0.995,-0.199,-0.366,0.092,0.214,100.000,42941.000,1.000
-0.796,4.270,6.537,4.272,8.926,4.857,2.581,6.081,0.030,0.995,-0.198,-0.275,0.214,0.275,100.000,42942.000,1.000
1.694,5.640,8.154,5.495,10.102,6.123,4.868,5.921,0.030,0.994,-0.200,-0.122,0.183,0.153,100.000,42943.000,1.000
4.126,6.209,9.065,6.065,10.144,6.255,6.272,5.149,0.027,0.995,-0.201,-0.061,0.275,0.061,100.000,42944.000,1.000
5.653,5.769,8.915,5.955,8.968,4.883,6.125,4.174,0.026,0.994,-0.198,0.061,0.366,0.153,100.000,42945.000,1.000
5.765,4.441,7.575,5.248,6.870,2.595,4.698,3.301,0.026,0.995,-0.199,0.183,0.366,0.092,100.000,42946.000,1.000
4.463,2.520,5.221,4.008,4.364,0.520,2.933,2.663,0.028,0.995,-0.201,0.214,0.336,0.214,100.000,42947.000,1.000
2.245,0.390,2.340,2.382,1.986,-0.526,1.641,2.224,0.025,0.997,-0.200,0.336,0.336,0.122,100.000,42948.000,1.000
-0.113,-1.557,-0.385,0.780,0.154,-0.492,1.068,1.959,0.025,0.997,-0.201,0.336,0.275,0.092,100.000,42949.000,1.000
-1.890,-2.968,-2.243,-0.156,-0.784,0.187,1.165,2.095,0.025,0.997,-0.199,0.366,0.305,0.092,100.000,42950.000,1.000
-2.778,-3.582,-2.780,0.050,-0.598,1.032,1.842,2.978,0.026,0.999,-0.199,0.427,0.366,0.183,100.000,42951.000,1.000
-2.973,-3.366,-2.171,1.223,0.506,1.677,2.793,4.553,0.026,0.999,-0.203,0.305,0.397,0.336,100.000,42952.000,1.000
-2.906,-2.642,-1.254,2.503,1.729,1.862,3.472,6.094,0.025,0.999,-0.201,0.366,0.275,0.244,100.000,42953.000,1.000
-3.001,-2.024,-1.093,2.811,2.010,1.448,3.443,6.549,0.028,1.002,-0.199,0.366,0.214,0.366,100.000,42954.000,1.000
