EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
9.187,10.266,11.567,8.478,13.597,1.591,6.087,6.204,0.031,0.986,-0.278,-2.380,-0.702,-0.031,100.000,77348.000,1.000
7.734,8.681,10.046,8.486,13.552,1.825,6.419,7.066,0.031,0.984,-0.280,-2.380,-0.671,0.061,100.000,77349.000,1.000
4.650,5.972,6.935,7.039,12.032,2.434,6.065,6.873,0.033,0.983,-0.279,-2.350,-0.671,-0.031,100.000,77350.000,1.000
0.946,3.011,3.150,4.698,9.584,3.490,5.391,5.754,0.032,0.981,-0.278,-2.319,-0.580,-0.122,100.000,77351.000,1.000
-2.113,0.626,-0.315,2.303,6.944,4.801,5.001,4.399,0.032,0.981,-0.275,-2.228,-0.641,-0.122,100.000,77352.000,1.000
-3.541,-0.709,-2.745,0.618,4.740,5.964,5.282,3.674,0.032,0.979,-0.276,-2.167,-0.519,-0.153,100.000,77353.000,1.000
-3.029,-0.970,-3.859,0.038,3.258,6.384,6.024,4.063,0.034,0.978,-0.275,-2.136,-0.488,-0.183,100.000,77354.000,1.000
-1.070,-0.502,-3.848,0.387,2.312,5.511,6.396,5.177,0.033,0.977,-0.276,-1.923,-0.366,-0.244,100.000,77355.000,1.000
1.307,0.155,-3.281,0.965,1.350,3.298,5.459,5.840,0.032,0.976,-0.276,-1.862,-0.275,-0.244,100.000,77356.000,1.000
3.110,0.493,-2.754,1.015,-0.108,0.422,2.950,5.015,0.030,0.975,-0.275,-1.801,-0.214,-0.183,100.000,77357.000,1.000
3.837,0.240,-2.553,0.248,-2.070,-2.123,-0.418,2.713,0.033,0.976,-0.274,-1.648,-0.122,-0.336,100.000,77358.000,1.000
3.525,-0.567,-2.625,-1.071,-4.104,-3.670,-3.466,-0.060,0.031,0.974,-0.275,-1.495,-0.061,-0.336,100.000,77359.000,1.000
2.602,-1.628,-2.754,-2.411,-5.619,-4.076,-5.208,-2.151,0.031,0.974,-0.274,-1.495,0.000,-0.427,100.000,77360.000,1.000
1.627,-2.544,-2.741,-3.364,-6.183,-3.501,-5.256,-3.054,0.031,0.974,-0.274,-1.373,0.031,-0.366,100.000,77361.000,1.000
0.926,-3.064,-2.542,-3.901,-5.822,-2.303,-4.033,-3.093,0.030,0.975,-0.274,-1.190,0.183,-0.427,100.000,77362.000,1.000
0.481,-3.173,-2.239,-4.260,-5.021,-1.063,-2.562,-2.994,0.029,0.976,-0.272,-1.068,0.153,-0.427,100.000,77363.000,1.000
0.198,-2.932,-1.863,-4.596,-4.353,-0.344,-1.716,-3.256,0.031,0.976,-0.273,-0.885,0.153,-0.427,100.000,77364.000,1.000
0.149,-2.368,-1.374,-4.863,-4.188,-0.395,-1.721,-3.979,0.029,0.979,-0.272,-0.763,0.244,-0.366,100.000,77365.000,1.000
0.475,-1.544,-0.812,-4.976,-4.673,-1.225,-2.423,-5.129,0.028,0.978,-0.272,-0.824,0.275,-0.305,100.000,77366.000,1.000
1.140,-0.607,-0.335,-4.989,-5.774,-2.775,-3.708,-6.715,0.028,0.981,-0.272,-0.702,0.275,-0.336,100.000,77367.000,1.000
1.791,0.125,-0.184,-5.146,-7.316,-4.869,-5.512,-8.735,0.029,0.982,-0.273,-0.580,0.275,-0.275,100.000,77368.000,1.000
1.919,0.148,-0.623,-5.719,-9.084,-7.133,-7.606,-11.046,0.028,0.982,-0.273,-0.580,0.336,-0.183,100.000,77369.000,1.000
1.234,-0.845,-1.758,-6.676,-10.803,-9.083,-9.495,-13.205,0.027,0.981,-0.272,-0.488,0.275,-0.153,100.000,77370.000,1.000
-0.038,-2.517,-3.302,-7.564,-12.066,-10.344,-10.597,-14.533,0.026,0.981,-0.272,-0.610,0.336,-0.153,100.000,77371.000,1.000
-1.242,-3.947,-4.622,-7.843,-12.466,-10.798,-10.623,-14.599,0.025,0.983,-0.270,-0.488,0.214,-0.122,100.000,77372.000,1.000
-1.767,-4.212,-5.091,-7.331,-11.852,-10.530,-9.791,-13.615,0.024,0.983,-0.274,-0.580,0.183,-0.122,100.000,77373.000,1.000
-1.542,-3.042,-4.519,-6.348,-10.499,-9.681,-8.632,-12.250,0.023,0.987,-0.271,-0.488,0.153,0.000,100.000,77374.000,1.000
-1.146,-1.107,-3.364,-5.521,-9.080,-8.495,-7.713,-11.113,0.025,0.987,-0.271,-0.488,0.122,0.000,100.000,77375.000,1.000
-1.296,0.368,-2.441,-5.338,-8.288,-7.366,-7.358,-10.426,0.025,0.986,-0.271,-0.488,0.092,0.000,100.000,77376.000,1.000
-2.151,0.503,-2.260,-5.720,-8.283,-6.582,-7.365,-9.925,0.024,0.987,-0.269,-0.488,0.153,-0.061,100.000,77377.000,1.000
-3.262,-0.649,-2.755,-6.127,-8.632,-6.113,-7.159,-9.113,0.026,0.987,-0.268,-0.519,-0.031,-0.031,100.000,77378.000,1.000
-4.126,-2.397,-3.601,-6.102,-8.799,-5.799,-6.360,-7.740,0.026,0.986,-0.269,-0.671,-0.031,0.031,100.000,77379.000,1.000
-4.543,-4.017,-4.533,-5.578,-8.539,-5.499,-5.039,-5.970,0.027,0.986,-0.270,-0.610,0.000,0.061,100.000,77380.000,1.000
-4.536,-5.115,-5.401,-4.822,-7.919,-5.103,-3.515,-4.164,0.029,0.986,-0.269,-0.702,0.061,0.092,100.000,77381.000,1.000
-4.276,-5.682,-6.205,-4.297,-7.242,-4.584,-2.170,-2.701,0.030,0.987,-0.269,-0.732,-0.031,0.122,100.000,77382.000,1.000
-4.031,-5.881,-7.044,-4.440,-6.841,-4.029,-1.361,-1.891,0.029,0.985,-0.271,-0.732,-0.031,0.214,100.000,77383.000,1.000
-3.981,-5.717,-7.905,-5.302,-6.773,-3.537,-1.291,-1.834,0.029,0.982,-0.268,-0.732,0.061,0.336,100.000,77384.000,1.000
-4.144,-5.067,-8.553,-6.422,-6.741,-3.103,-1.826,-2.285,0.032,0.983,-0.269,-0.732,0.061,0.366,100.000,77385.000,1.000
-4.489,-3.970,-8.688,-7.123,-6.357,-2.586,-2.438,-2.748,0.031,0.983,-0.272,-0.763,0.183,0.305,100.000,77386.000,1.000
-4.937,-2.693,-8.148,-6.939,-5.496,-1.852,-2.577,-2.838,0.031,0.984,-0.273,-0.702,0.275,0.244,100.000,77387.000,1.000
-5.291,-1.581,-7.028,-5.860,-4.417,-0.954,-2.226,-2.589,0.031,0.982,-0.272,-0.671,0.214,0.427,100.000,77388.000,1.000
-5.309,-0.904,-5.671,-4.301,-3.557,-0.067,-1.865,-2.365,0.031,0.981,-0.273,-0.641,0.366,0.305,100.000,77389.000,1.000
-4.833,-0.672,-4.415,-2.754,-3.130,0.759,-1.862,-2.445,0.031,0.980,-0.273,-0.580,0.336,0.244,100.000,77390.000,1.000
-3.815,-0.587,-3.319,-1.447,-2.939,1.633,-2.111,-2.705,0.034,0.982,-0.274,-0.519,0.488,0.305,100.000,77391.000,1.000
-2.289,-0.299,-2.215,-0.318,-2.554,2.614,-2.210,-2.704,0.035,0.980,-0.271,-0.488,0.488,0.397,100.000,77392.000,1.000
-0.415,0.325,-0.964,0.774,-1.622,3.563,-1.764,-2.021,0.033,0.977,-0.271,-0.366,0.519,0.336,100.000,77393.000,1.000
1.434,1.121,0.370,1.843,-0.068,4.234,-0.635,-0.557,0.031,0.976,-0.272,-0.275,0.641,0.397,100.000,77394.000,1.000
2.790,1.746,1.567,2.765,1.863,4.483,0.915,1.343,0.033,0.977,-0.269,-0.183,0.610,0.397,100.000,77395.000,1.000
3.415,1.973,2.478,3.488,3.789,4.323,2.325,3.051,0.033,0.979,-0.271,0.031,0.610,0.397,100.000,77396.000,1.000
3.412,1.879,3.139,4.173,5.420,3.849,3.103,4.025,0.031,0.980,-0.273,0.183,0.763,0.305,100.000,77397.000,1.000
2.998,1.665,3.595,5.008,6.580,3.160,3.124,4.069,0.032,0.978,-0.272,0.275,0.824,0.305,100.000,77398.000,1.000
2.302,1.345,3.703,5.893,7.043,2.289,2.583,3.271,0.032,0.978,-0.274,0.397,0.854,0.275,100.000,77399.000,1.000
1.382,0.740,3.266,6.403,6.554,1.217,1.726,1.852,0.032,0.979,-0.275,0.397,1.007,0.275,100.000,77400.000,1.000
0.331,-0.229,2.349,6.133,5.066,-0.019,0.719,0.156,0.031,0.978,-0.276,0.519,0.946,0.397,100.000,77401.000,1.000
-0.639,-1.363,1.329,5.055,2.860,-1.275,-0.318,-1.326,0.030,0.979,-0.274,0.519,0.946,0.366,100.000,77402.000,1.000
-1.235,-2.317,0.614,3.522,0.443,-2.378,-1.239,-2.139,0.029,0.978,-0.273,0.580,0.916,0.366,100.000,77403.000,1.000
-1.256,-2.862,0.379,1.975,-1.671,-3.237,-1.847,-2.134,0.030,0.979,-0.275,0.641,0.854,0.336,100.000,77404.000,1.000
-0.746,-2.984,0.557,0.731,-3.126,-3.831,-1.989,-1.532,0.027,0.980,-0.273,0.671,0.793,0.214,100.000,77405.000,1.000
0.010,-2.841,0.964,-0.071,-3.824,-4.142,-1.716,-0.742,0.028,0.980,-0.274,0.793,0.793,0.336,100.000,77406.000,1.000
0.550,-2.772,1.340,-0.479,-3.960,-4.230,-1.323,-0.116,0.029,0.984,-0.276,0.885,0.824,0.366,100.000,77407.000,1.000
0.404,-3.164,1.403,-0.687,-3.928,-4.352,-1.208,0.114,0.028,0.986,-0.277,0.793,0.763,0.366,100.000,77408.000,1.000
-0.599,-4.130,1.010,-0.900,-4.118,-4.849,-1.644,-0.172,0.025,0.985,-0.278,0.641,0.732,0.366,100.000,77409.000,1.000
-2.066,-5.300,0.303,-1.111,-4.642,-5.820,-2.552,-0.804,0.029,0.982,-0.277,0.641,0.610,0.305,100.000,77410.000,1.000
-3.083,-5.929,-0.257,-0.960,-5.152,-6.926,-3.406,-1.178,0.031,0.984,-0.276,0.549,0.519,0.336,100.000,77411.000,1.000
-2.796,-5.396,-0.183,-0.054,-5.098,-7.574,-3.478,-0.633,0.030,0.982,-0.277,0.519,0.427,0.427,100.000,77412.000,1.000
-1.119,-3.695,0.617,1.551,-4.245,-7.307,-2.332,0.991,0.029,0.983,-0.276,0.580,0.366,0.427,100.000,77413.000,1.000
1.240,-1.351,1.809,3.355,-2.778,-6.031,-0.122,3.244,0.030,0.982,-0.275,0.427,0.305,0.397,100.000,77414.000,1.000
3.277,0.972,2.875,4.760,-1.111,-4.094,2.386,5.364,0.032,0.983,-0.277,0.366,0.305,0.366,100.000,77415.000,1.000
4.086,2.543,3.229,5.233,0.203,-2.229,4.118,6.605,0.031,0.982,-0.276,0.336,0.275,0.336,100.000,77416.000,1.000
3.176,2.599,2.405,4.424,0.634,-1.192,4.263,6.506,0.031,0.983,-0.276,0.305,0.214,0.336,100.000,77417.000,1.000
0.811,0.841,0.479,2.424,0.063,-1.267,2.743,5.089,0.030,0.987,-0.276,0.214,0.214,0.244,100.000,77418.000,1.000
-2.037,-2.081,-1.750,-0.110,-1.015,-2.103,0.269,2.929,0.030,0.987,-0.278,0.183,0.214,0.244,100.000,77419.000,1.000
-4.287,-4.867,-3.259,-2.311,-1.812,-3.009,-1.987,0.939,0.029,0.987,-0.278,0.061,0.122,0.183,100.000,77420.000,1.000
-5.365,-6.372,-3.539,-3.626,-1.813,-3.364,-3.030,-0.158,0.033,0.983,-0.280,0.061,0.061,0.122,100.000,77421.000,1.000
-5.331,-6.149,-2.776,-3.951,-0.991,-2.840,-2.525,-0.153,0.036,0.986,-0.280,-0.031,0.092,0.061,100.000,77422.000,1.000
-4.572,-4.485,-1.444,-3.324,0.400,-1.452,-0.785,0.821,0.037,0.984,-0.278,-0.183,0.214,0.122,100.000,77423.000,1.000
-3.433,-2.132,0.106,-1.732,2.064,0.459,1.557,2.511,0.037,0.983,-0.280,-0.183,0.275,0.305,100.000,77424.000,1.000
-2.103,0.085,1.648,0.656,3.709,2.366,3.830,4.405,0.035,0.984,-0.278,-0.214,0.336,0.336,100.000,77425.000,1.000
-0.743,1.634,2.942,3.261,5.077,3.896,5.545,5.754,0.034,0.985,-0.278,-0.336,0.427,0.336,100.000,77426.000,1.000
0.454,2.468,3.786,5.356,6.060,5.049,6.548,6.120,0.035,0.983,-0.279,-0.336,0.427,0.275,100.000,77427.000,1.000
1.328,2.843,4.121,6.490,6.706,5.989,6.941,5.680,0.034,0.983,-0.280,-0.366,0.397,0.305,100.000,77428.000,1.000
1.791,2.931,3.970,6.566,7.029,6.729,6.846,4.881,0.035,0.982,-0.277,-0.397,0.397,0.244,100.000,77429.000,1.000
1.904,2.750,3.413,5.745,6.950,7.107,6.256,3.999,0.036,0.981,-0.278,-0.458,0.488,0.031,100.000,77430.000,1.000
1.895,2.358,2.637,4.345,6.375,6.907,5.087,3.024,0.034,0.981,-0.282,-0.397,0.519,0.061,100.000,77431.000,1.000
2.002,1.882,1.832,2.669,5.222,5.911,3.333,1.795,0.036,0.982,-0.280,-0.397,0.519,0.061,100.000,77432.000,1.000
2.295,1.383,1.014,0.879,3.433,4.076,1.186,0.174,0.035,0.983,-0.280,-0.519,0.671,-0.031,100.000,77433.000,1.000
2.647,0.851,0.073,-0.920,1.119,1.790,-0.939,-1.748,0.032,0.981,-0.279,-0.366,0.671,0.061,100.000,77434.000,1.000
2.876,0.339,-0.967,-2.438,-1.313,-0.227,-2.479,-3.503,0.033,0.980,-0.279,-0.458,0.641,0.092,100.000,77435.000,1.000
2.867,-0.037,-1.843,-3.191,-3.317,-1.436,-3.048,-4.493,0.033,0.982,-0.278,-0.488,0.610,0.031,100.000,77436.000,1.000
2.615,-0.183,-2.239,-2.869,-4.544,-1.791,-2.802,-4.572,0.032,0.981,-0.280,-0.519,0.610,-0.061,100.000,77437.000,1.000
2.247,-0.035,-2.015,-1.659,-4.940,-1.533,-2.303,-4.197,0.031,0.979,-0.278,-0.488,0.549,-0.122,100.000,77438.000,1.000
1.962,0.425,-1.306,-0.090,-4.628,-0.881,-2.024,-3.903,0.031,0.981,-0.277,-0.519,0.519,-0.061,100.000,77439.000,1.000
1.906,1.084,-0.466,1.360,-3.796,0.076,-2.054,-3.772,0.030,0.982,-0.276,-0.488,0.549,-0.061,100.000,77440.000,1.000
2.193,1.766,0.198,2.536,-2.537,1.379,-2.068,-3.373,0.030,0.982,-0.280,-0.549,0.397,-0.061,100.000,77441.000,1.000
3.029,2.472,0.748,3.652,-0.738,3.156,-1.495,-2.154,0.029,0.981,-0.281,-0.610,0.275,-0.061,100.000,77442.000,1.000
4.619,3.442,1.600,5.077,1.727,5.431,-0.016,0.018,0.028,0.983,-0.280,-0.641,0.183,0.031,100.000,77443.000,1.000
6.893,4.895,3.148,7.023,4.718,7.863,2.100,2.691,0.029,0.981,-0.280,-0.610,0.061,0.061,100.000,77444.000,1.000
9.350,6.658,5.342,9.283,7.783,9.779,4.220,5.180,0.029,0.983,-0.275,-0.641,-0.092,0.000,100.000,77445.000,1.000
11.131,8.119,7.511,11.142,10.314,10.572,5.727,6.879,0.030,0.982,-0.276,-0.610,-0.153,-0.092,100.000,77446.000,1.000
11.380,8.654,8.664,11.678,11.711,10.034,6.137,7.324,0.030,0.982,-0.273,-0.610,-0.183,-0.122,100.000,77447.000,1.000
9.741,8.009,8.109,10.344,11.552,8.384,5.211,6.325,0.030,0.983,-0.277,-0.763,-0.275,-0.061,100.000,77448.000,1.000
6.580,6.285,5.868,7.313,9.800,6.177,3.181,4.141,0.028,0.983,-0.277,-0.671,-0.305,0.031,100.000,77449.000,1.000
2.731,3.786,2.585,3.305,6.871,4.073,0.736,1.323,0.028,0.983,-0.277,-0.732,-0.427,0.122,100.000,77450.000,1.000
-0.956,1.015,-0.826,-0.789,3.538,2.549,-1.280,-1.520,0.029,0.982,-0.275,-0.824,-0.458,0.000,100.000,77451.000,1.000
-3.939,-1.395,-3.549,-4.170,0.710,1.775,-2.196,-3.710,0.029,0.982,-0.277,-0.824,-0.458,0.000,100.000,77452.000,1.000
-6.054,-2.906,-5.116,-6.287,-0.915,1.585,-1.814,-4.620,0.030,0.982,-0.278,-0.854,-0.549,0.122,100.000,77453.000,1.000
-7.371,-3.318,-5.464,-6.984,-1.169,1.563,-0.535,-4.095,0.030,0.982,-0.278,-0.946,-0.610,-0.031,100.000,77454.000,1.000
-7.924,-2.831,-4.831,-6.548,-0.441,1.331,0.870,-2.608,0.030,0.983,-0.277,-0.763,-0.732,-0.122,100.000,77455.000,1.000
-7.621,-1.897,-3.592,-5.577,0.576,0.783,1.676,-0.933,0.031,0.981,-0.276,-0.824,-0.702,-0.031,100.000,77456.000,1.000
-6.522,-1.040,-2.204,-4.756,1.219,0.007,1.496,0.206,0.031,0.981,-0.275,-0.824,-0.702,0.000,100.000,77457.000,1.000
-5.043,-0.688,-1.162,-4.618,1.108,-0.866,0.383,0.292,0.031,0.980,-0.275,-0.885,-0.610,-0.092,100.000,77458.000,1.000
-3.697,-0.924,-0.767,-5.286,0.299,-1.675,-1.268,-0.863,0.032,0.980,-0.276,-0.916,-0.580,-0.214,100.000,77459.000,1.000
-2.773,-1.393,-0.914,-6.426,-0.783,-2.236,-2.947,-3.020,0.034,0.980,-0.279,-0.946,-0.549,-0.153,100.000,77460.000,1.000
-2.353,-1.585,-1.197,-7.529,-1.617,-2.436,-4.141,-5.590,0.035,0.982,-0.278,-0.854,-0.519,-0.244,100.000,77461.000,1.000
-2.386,-1.194,-1.188,-8.141,-1.803,-2.236,-4.369,-7.800,0.034,0.980,-0.277,-0.671,-0.366,-0.275,100.000,77462.000,1.000
-2.561,-0.120,-0.540,-7.814,-1.037,-1.480,-3.277,-8.785,0.036,0.979,-0.275,-0.702,-0.397,-0.214,100.000,77463.000,1.000
-2.301,1.684,0.980,-6.183,0.863,0.147,-0.847,-7.825,0.035,0.981,-0.275,-0.641,-0.336,-0.153,100.000,77464.000,1.000
-1.140,4.149,3.329,-3.265,3.753,2.756,2.464,-4.764,0.033,0.982,-0.274,-0.732,-0.244,-0.061,100.000,77465.000,1.000
0.910,6.942,6.082,0.474,7.081,5.929,5.846,-0.156,0.033,0.981,-0.275,-0.793,-0.122,0.000,100.000,77466.000,1.000
3.436,9.529,8.623,4.408,10.167,8.911,8.557,5.111,0.035,0.981,-0.275,-0.671,-0.031,0.031,100.000,77467.000,1.000
5.998,11.444,10.531,8.032,12.561,11.073,10.243,10.221,0.033,0.980,-0.276,-0.580,-0.031,0.000,100.000,77468.000,1.000
8.332,12.475,11.779,11.007,14.141,12.092,10.885,14.468,0.034,0.983,-0.277,-0.641,0.061,0.061,100.000,77469.000,1.000
10.319,12.610,12.561,13.075,14.954,11.896,10.579,17.145,0.033,0.984,-0.277,-0.641,0.122,-0.031,100.000,77470.000,1.000
11.899,11.874,12.915,13.963,14.941,10.585,9.363,17.643,0.033,0.985,-0.277,-0.641,0.061,0.000,100.000,77471.000,1.000
13.073,10.373,12.612,13.466,13.849,8.331,7.214,15.795,0.034,0.983,-0.273,-0.610,0.092,0.092,100.000,77472.000,1.000
13.873,8.472,11.478,11.690,11.565,5.411,4.328,12.107,0.032,0.983,-0.273,-0.549,0.275,0.092,100.000,77473.000,1.000
14.233,6.687,9.661,9.105,8.440,2.303,1.290,7.552,0.033,0.983,-0.273,-0.549,0.244,-0.031,100.000,77474.000,1.000
14.003,5.421,7.568,6.377,5.201,-0.343,-1.103,3.183,0.032,0.983,-0.274,-0.702,0.397,-0.122,100.000,77475.000,1.000
13.134,4.827,5.663,4.158,2.621,-1.895,-2.195,-0.089,0.031,0.983,-0.272,-0.763,0.397,-0.031,100.000,77476.000,1.000
11.702,4.737,4.219,2.811,1.144,-2.041,-1.808,-1.747,0.034,0.984,-0.275,-0.702,0.458,-0.183,100.000,77477.000,1.000
9.697,4.632,3.089,2.155,0.639,-1.046,-0.434,-1.897,0.033,0.983,-0.271,-0.793,0.549,-0.153,100.000,77478.000,1.000
6.983,3.905,1.808,1.631,0.514,0.322,1.016,-1.131,0.031,0.983,-0.273,-0.793,0.610,0.061,100.000,77479.000,1.000
3.608,2.315,0.017,0.844,0.161,1.271,1.767,-0.078,0.031,0.981,-0.273,-0.824,0.519,-0.031,100.000,77480.000,1.000
-0.003,0.149,-2.181,-0.127,-0.655,1.457,1.550,0.885,0.031,0.976,-0.277,-0.732,0.549,-0.153,100.000,77481.000,1.000
-3.286,-2.071,-4.325,-0.919,-1.807,0.995,0.561,1.617,0.030,0.973,-0.278,-0.488,0.519,-0.153,100.000,77482.000,1.000
-5.898,-3.970,-5.986,-1.267,-3.077,0.156,-0.747,2.143,0.027,0.974,-0.279,-0.275,0.519,-0.244,100.000,77483.000,1.000
-7.792,-5.405,-7.041,-1.179,-4.320,-0.841,-1.848,2.575,0.026,0.976,-0.277,-0.275,0.549,-0.122,100.000,77484.000,1.000
-9.121,-6.383,-7.694,-0.906,-5.507,-1.902,-2.410,2.928,0.029,0.978,-0.277,-0.061,0.488,-0.214,100.000,77485.000,1.000
-10.103,-7.011,-8.298,-0.837,-6.686,-3.016,-2.485,3.033,0.030,0.978,-0.273,0.092,0.427,-0.153,100.000,77486.000,1.000
-10.833,-7.429,-9.041,-1.283,-7.817,-4.088,-2.380,2.645,0.028,0.980,-0.276,0.031,0.427,0.000,100.000,77487.000,1.000
-11.168,-7.742,-9.817,-2.285,-8.654,-4.900,-2.350,1.640,0.026,0.979,-0.278,0.092,0.427,0.153,100.000,77488.000,1.000
-10.950,-8.012,-10.395,-3.649,-8.916,-5.314,-2.454,0.241,0.028,0.978,-0.278,0.305,0.275,0.122,100.000,77489.000,1.000
-10.247,-8.217,-10.585,-5.095,-8.537,-5.398,-2.634,-1.048,0.029,0.978,-0.278,0.366,0.214,0.122,100.000,77490.000,1.000
-9.213,-8.145,-10.164,-6.279,-7.620,-5.316,-2.781,-1.826,0.027,0.982,-0.276,0.397,0.244,0.092,100.000,77491.000,1.000
-7.850,-7.474,-8.885,-6.787,-6.264,-5.162,-2.718,-1.988,0.027,0.986,-0.275,0.458,0.122,0.092,100.000,77492.000,1.000
-6.059,-6.057,-6.702,-6.313,-4.538,-4.890,-2.250,-1.647,0.024,0.986,-0.275,0.427,0.092,0.031,100.000,77493.000,1.000
-3.894,-4.081,-3.937,-4.926,-2.586,-4.382,-1.352,-1.050,0.026,0.987,-0.273,0.214,0.000,0.031,100.000,77494.000,1.000
-1.784,-2.028,-1.237,-3.146,-0.718,-3.706,-0.313,-0.507,0.025,0.988,-0.275,0.153,-0.122,-0.031,100.000,77495.000,1.000
-0.503,-0.517,0.673,-1.642,0.655,-3.225,0.401,-0.249,0.027,0.987,-0.274,-0.031,-0.244,-0.031,100.000,77496.000,1.000
-0.665,0.012,1.413,-0.757,1.315,-3.250,0.592,-0.195,0.027,0.988,-0.274,-0.061,-0.244,-0.153,100.000,77497.000,1.000
-2.184,-0.423,1.173,-0.382,1.436,-3.632,0.592,0.076,0.026,0.987,-0.275,-0.153,-0.427,-0.275,100.000,77498.000,1.000
-4.331,-1.437,0.496,-0.322,1.396,-3.877,0.925,0.866,0.026,0.988,-0.274,-0.183,-0.488,-0.275,100.000,77499.000,1.000
-6.234,-2.589,-0.087,-0.567,1.475,-3.594,1.749,1.972,0.028,0.987,-0.275,-0.275,-0.610,-0.336,100.000,77500.000,1.000
-7.206,-3.472,-0.172,-1.039,1.812,-2.737,2.784,2.956,0.029,0.987,-0.276,-0.275,-0.641,-0.458,100.000,77501.000,1.000
-6.851,-3.683,0.512,-1.365,2.457,-1.506,3.673,3.603,0.027,0.986,-0.276,-0.275,-0.732,-0.214,100.000,77502.000,1.000
-5.112,-2.969,2.008,-1.121,3.314,-0.197,4.221,3.944,0.029,0.983,-0.274,-0.366,-0.671,-0.397,100.000,77503.000,1.000
-2.246,-1.441,4.067,-0.167,4.106,0.850,4.263,4.015,0.027,0.981,-0.277,-0.275,-0.641,-0.336,100.000,77504.000,1.000
1.263,0.518,6.196,1.221,4.456,1.311,3.487,3.712,0.026,0.982,-0.273,-0.397,-0.732,-0.305,100.000,77505.000,1.000
4.786,2.473,7.795,2.436,4.029,1.005,1.587,2.821,0.030,0.983,-0.274,-0.397,-0.641,-0.244,100.000,77506.000,1.000
7.640,4.078,8.387,2.861,2.715,-0.017,-1.335,1.213,0.030,0.982,-0.274,-0.519,-0.702,-0.275,100.000,77507.000,1.000
9.313,5.158,7.880,2.299,0.796,-1.426,-4.589,-0.951,0.029,0.984,-0.275,-0.519,-0.610,-0.122,100.000,77508.000,1.000
9.732,5.706,6.639,1.161,-1.143,-2.665,-7.177,-3.210,0.030,0.984,-0.274,-0.519,-0.671,-0.214,100.000,77509.000,1.000
9.270,5.794,5.239,0.187,-2.547,-3.191,-8.293,-4.992,0.029,0.984,-0.274,-0.488,-0.671,-0.092,100.000,77510.000,1.000
8.322,5.435,4.040,-0.197,-3.222,-2.870,-7.770,-5.940,0.028,0.982,-0.275,-0.580,-0.641,-0.214,100.000,77511.000,1.000
6.926,4.564,2.963,-0.254,-3.408,-2.080,-6.238,-6.143,0.028,0.981,-0.273,-0.702,-0.580,-0.244,100.000,77512.000,1.000
4.824,3.128,1.635,-0.631,-3.587,-1.402,-4.764,-6.049,0.027,0.982,-0.271,-0.702,-0.641,-0.275,100.000,77513.000,1.000
1.822,1.123,-0.303,-1.783,-4.218,-1.254,-4.143,-6.133,0.026,0.982,-0.271,-0.793,-0.641,-0.153,100.000,77514.000,1.000
-1.900,-1.353,-2.913,-3.628,-5.488,-1.720,-4.473,-6.597,0.028,0.981,-0.274,-0.732,-0.549,-0.275,100.000,77515.000,1.000
-5.871,-4.108,-5.929,-5.699,-7.260,-2.576,-5.358,-7.343,0.026,0.982,-0.274,-0.763,-0.580,-0.275,100.000,77516.000,1.000
-9.643,-6.893,-8.963,-7.619,-9.260,-3.487,-6.378,-8.206,0.027,0.981,-0.273,-0.793,-0.488,-0.336,100.000,77517.000,1.000
-12.802,-9.348,-11.570,-9.257,-11.177,-4.169,-7.257,-9.023,0.028,0.977,-0.275,-0.763,-0.366,-0.214,100.000,77518.000,1.000
-14.870,-11.037,-13.269,-10.490,-12.647,-4.470,-7.780,-9.534,0.030,0.978,-0.276,-0.732,-0.366,-0.305,100.000,77519.000,1.000
-15.526,-11.688,-13.744,-11.081,-13.331,-4.406,-7.744,-9.492,0.030,0.978,-0.277,-0.610,-0.336,-0.214,100.000,77520.000,1.000
-14.744,-11.316,-12.988,-10.801,-13.046,-4.077,-6.993,-8.847,0.031,0.976,-0.274,-0.671,-0.275,-0.183,100.000,77521.000,1.000
-12.711,-10.148,-11.287,-9.626,-11.907,-3.580,-5.568,-7.805,0.031,0.975,-0.271,-0.488,-0.122,-0.092,100.000,77522.000,1.000
-9.844,-8.530,-9.167,-7.887,-10.377,-3.062,-3.879,-6.713,0.032,0.977,-0.275,-0.275,-0.092,0.092,100.000,77523.000,1.000
-6.725,-6.847,-7.131,-6.099,-8.991,-2.671,-2.502,-5.841,0.033,0.977,-0.275,-0.214,0.092,0.000,100.000,77524.000,1.000
-3.870,-5.454,-5.382,-4.611,-8.007,-2.392,-1.720,-5.225,0.033,0.977,-0.276,-0.122,0.244,0.183,100.000,77525.000,1.000
-1.578,-4.591,-3.875,-3.430,-7.340,-2.043,-1.351,-4.707,0.033,0.978,-0.274,-0.122,0.397,0.427,100.000,77526.000,1.000
0.084,-4.180,-2.503,-2.266,-6.738,-1.466,-1.003,-4.049,0.032,0.978,-0.274,-0.061,0.458,0.671,100.000,77527.000,1.000
1.190,-3.850,-1.240,-0.826,-6.005,-0.700,-0.444,-3.142,0.032,0.979,-0.278,0.031,0.610,0.580,100.000,77528.000,1.000
