EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
10.886,10.561,12.834,16.778,15.458,7.669,10.250,16.976,0.037,0.983,-0.274,-0.946,0.122,0.122,100.000,76042.000,1.000
7.726,7.774,9.405,12.905,12.929,5.939,7.115,11.446,0.036,0.978,-0.270,-0.946,0.092,0.122,100.000,76043.000,1.000
4.904,5.566,6.004,8.523,9.804,4.189,3.516,5.679,0.035,0.979,-0.272,-0.793,0.153,0.153,100.000,76044.000,1.000
2.586,4.296,3.130,4.383,6.697,2.694,0.352,0.861,0.036,0.981,-0.273,-0.793,0.214,0.092,100.000,76045.000,1.000
0.633,3.730,0.849,0.870,3.804,1.502,-1.978,-2.507,0.036,0.984,-0.276,-0.885,0.244,0.092,100.000,76046.000,1.000
-1.213,3.227,-1.102,-1.956,1.031,0.591,-3.558,-4.563,0.035,0.984,-0.274,-0.824,0.336,0.092,100.000,76047.000,1.000
-3.152,2.203,-3.005,-4.141,-1.663,0.008,-4.624,-5.730,0.035,0.982,-0.275,-0.946,0.397,0.031,100.000,76048.000,1.000
-5.205,0.506,-4.908,-5.635,-4.103,-0.200,-5.247,-6.197,0.036,0.980,-0.276,-0.854,0.427,-0.031,100.000,76049.000,1.000
-7.189,-1.553,-6.618,-6.366,-6.011,-0.155,-5.291,-5.753,0.036,0.977,-0.276,-0.824,0.519,0.031,100.000,76050.000,1.000
-8.777,-3.442,-7.856,-6.459,-7.219,-0.174,-4.680,-4.214,0.037,0.973,-0.277,-0.702,0.488,-0.092,100.000,76051.000,1.000
-9.626,-4.662,-8.355,-6.188,-7.695,-0.573,-3.633,-1.872,0.035,0.972,-0.276,-0.549,0.519,-0.183,100.000,76052.000,1.000
-9.471,-4.881,-7.862,-5.670,-7.357,-1.374,-2.519,0.621,0.035,0.972,-0.275,-0.366,0.549,-0.122,100.000,76053.000,1.000
-8.199,-3.982,-6.222,-4.739,-6.025,-2.195,-1.557,2.693,0.035,0.975,-0.278,-0.153,0.580,-0.061,100.000,76054.000,1.000
-5.932,-2.130,-3.606,-3.248,-3.716,-2.566,-0.769,4.029,0.035,0.977,-0.275,-0.061,0.519,-0.061,100.000,76055.000,1.000
-3.138,0.133,-0.680,-1.456,-0.985,-2.370,-0.191,4.402,0.035,0.977,-0.271,-0.061,0.580,-0.031,100.000,76056.000,1.000
-0.561,1.975,1.569,-0.006,1.188,-1.905,-0.005,3.636,0.034,0.978,-0.274,0.031,0.580,0.153,100.000,76057.000,1.000
1.062,2.697,2.325,0.478,1.958,-1.511,-0.393,1.800,0.035,0.978,-0.275,0.153,0.641,0.275,100.000,76058.000,1.000
1.328,2.154,1.364,-0.285,1.124,-1.230,-1.286,-0.726,0.035,0.977,-0.276,0.244,0.702,0.488,100.000,76059.000,1.000
0.330,0.731,-0.858,-2.120,-0.816,-0.855,-2.320,-3.357,0.035,0.982,-0.276,0.336,0.641,0.549,100.000,76060.000,1.000
-1.424,-1.024,-3.492,-4.450,-2.994,-0.228,-3.014,-5.391,0.035,0.985,-0.274,0.366,0.580,0.519,100.000,76061.000,1.000
-3.273,-2.676,-5.706,-6.514,-4.651,0.548,-3.086,-6.235,0.034,0.987,-0.271,0.397,0.610,0.366,100.000,76062.000,1.000
-4.590,-3.894,-6.959,-7.655,-5.441,1.188,-2.642,-5.770,0.031,0.989,-0.274,0.214,0.641,0.244,100.000,76063.000,1.000
-4.873,-4.390,-7.086,-7.587,-5.456,1.484,-2.012,-4.413,0.032,0.990,-0.276,0.031,0.580,0.305,100.000,76064.000,1.000
-3.968,-4.037,-6.266,-6.475,-5.043,1.450,-1.417,-2.768,0.031,0.990,-0.274,0.000,0.488,0.305,100.000,76065.000,1.000
-2.241,-3.012,-4.917,-4.744,-4.532,1.182,-0.889,-1.256,0.031,0.990,-0.271,-0.153,0.397,0.092,100.000,76066.000,1.000
-0.336,-1.760,-3.484,-2.804,-4.065,0.666,-0.416,-0.029,0.033,0.989,-0.274,-0.366,0.244,0.061,100.000,76067.000,1.000
1.299,-0.741,-2.216,-0.898,-3.570,-0.158,-0.005,0.996,0.032,0.989,-0.274,-0.458,0.183,0.000,100.000,76068.000,1.000
2.580,-0.152,-1.086,0.884,-2.834,-1.134,0.416,2.040,0.034,0.988,-0.274,-0.458,0.183,-0.031,100.000,76069.000,1.000
3.546,0.114,0.054,2.456,-1.685,-1.892,0.952,3.277,0.034,0.987,-0.274,-0.580,0.092,-0.153,100.000,76070.000,1.000
4.190,0.279,1.279,3.666,-0.169,-2.126,1.592,4.748,0.035,0.987,-0.273,-0.702,0.031,-0.153,100.000,76071.000,1.000
4.524,0.522,2.591,4.444,1.450,-1.825,2.173,6.348,0.033,0.985,-0.275,-0.732,-0.183,-0.092,100.000,76072.000,1.000
4.636,0.883,3.978,4.922,2.852,-1.225,2.546,7.762,0.032,0.986,-0.275,-0.702,-0.244,-0.031,100.000,76073.000,1.000
4.666,1.220,5.393,5.361,3.824,-0.567,2.738,8.597,0.031,0.983,-0.273,-0.732,-0.183,-0.092,100.000,76074.000,1.000
4.767,1.302,6.729,5.997,4.348,0.023,2.843,8.689,0.033,0.984,-0.271,-0.793,-0.275,0.031,100.000,76075.000,1.000
5.021,1.049,7.794,6.815,4.517,0.510,2.816,8.106,0.034,0.983,-0.274,-0.854,-0.336,0.153,100.000,76076.000,1.000
5.326,0.632,8.323,7.456,4.432,0.938,2.527,6.928,0.032,0.983,-0.274,-0.824,-0.275,0.031,100.000,76077.000,1.000
5.414,0.322,8.126,7.487,4.205,1.371,1.963,5.278,0.033,0.984,-0.272,-0.854,-0.336,0.092,100.000,76078.000,1.000
5.045,0.313,7.263,6.737,3.990,1.735,1.281,3.436,0.034,0.981,-0.272,-0.916,-0.397,0.000,100.000,76079.000,1.000
4.190,0.687,6.066,5.410,3.951,1.832,0.740,1.724,0.034,0.982,-0.274,-0.854,-0.549,-0.122,100.000,76080.000,1.000
3.049,1.446,4.981,3.936,4.196,1.584,0.582,0.282,0.031,0.983,-0.272,-0.977,-0.580,-0.153,100.000,76081.000,1.000
1.930,2.456,4.349,2.743,4.732,1.191,0.918,-0.830,0.031,0.981,-0.273,-0.824,-0.732,-0.153,100.000,76082.000,1.000
1.042,3.345,4.178,2.084,5.394,0.982,1.706,-1.413,0.031,0.980,-0.273,-0.916,-0.793,-0.275,100.000,76083.000,1.000
0.300,3.586,4.044,1.876,5.827,1.090,2.709,-1.273,0.031,0.979,-0.275,-0.885,-0.885,-0.366,100.000,76084.000,1.000
-0.602,2.813,3.337,1.722,5.609,1.260,3.544,-0.563,0.031,0.978,-0.275,-0.916,-0.763,-0.366,100.000,76085.000,1.000
-1.868,1.105,1.790,1.240,4.539,1.096,3.856,0.309,0.031,0.977,-0.277,-0.885,-0.763,-0.305,100.000,76086.000,1.000
-3.363,-1.049,-0.274,0.397,2.809,0.451,3.487,1.121,0.033,0.978,-0.275,-0.824,-0.793,-0.336,100.000,76087.000,1.000
-4.782,-3.069,-2.279,-0.598,0.842,-0.526,2.521,1.908,0.034,0.977,-0.276,-0.732,-0.702,-0.366,100.000,76088.000,1.000
-5.985,-4.618,-3.919,-1.651,-1.074,-1.621,1.175,2.562,0.037,0.977,-0.276,-0.671,-0.732,-0.244,100.000,76089.000,1.000
-7.012,-5.643,-5.199,-2.809,-2.842,-2.568,-0.283,2.774,0.036,0.976,-0.276,-0.610,-0.610,-0.244,100.000,76090.000,1.000
-7.838,-6.136,-6.106,-3.974,-4.281,-2.904,-1.492,2.448,0.037,0.976,-0.276,-0.488,-0.610,-0.214,100.000,76091.000,1.000
-8.301,-6.024,-6.494,-4.872,-5.082,-2.227,-2.108,1.844,0.036,0.976,-0.275,-0.488,-0.549,-0.183,100.000,76092.000,1.000
-8.304,-5.326,-6.371,-5.395,-5.191,-0.798,-2.168,1.212,0.037,0.978,-0.278,-0.519,-0.549,-0.031,100.000,76093.000,1.000
-8.026,-4.358,-6.179,-5.914,-5.068,0.414,-2.156,0.459,0.038,0.980,-0.277,-0.458,-0.458,0.092,100.000,76094.000,1.000
-7.830,-3.673,-6.563,-7.041,-5.388,0.468,-2.566,-0.756,0.038,0.980,-0.276,-0.244,-0.366,0.214,100.000,76095.000,1.000
-7.910,-3.752,-7.774,-8.962,-6.467,-0.820,-3.444,-2.651,0.039,0.979,-0.278,-0.336,-0.244,0.275,100.000,76096.000,1.000
-8.021,-4.626,-9.320,-11.082,-7.998,-2.827,-4.352,-5.091,0.041,0.981,-0.278,-0.305,-0.031,0.336,100.000,76097.000,1.000
-7.581,-5.729,-10.245,-12.357,-9.274,-4.603,-4.709,-7.571,0.039,0.981,-0.278,-0.244,0.000,0.336,100.000,76098.000,1.000
-6.134,-6.256,-9.782,-11.981,-9.721,-5.390,-4.231,-9.402,0.039,0.981,-0.279,-0.244,0.061,0.336,100.000,76099.000,1.000
-3.740,-5.760,-7.819,-9.881,-9.222,-4.907,-3.126,-10.036,0.040,0.980,-0.277,-0.397,0.244,0.488,100.000,76100.000,1.000
-0.907,-4.316,-4.832,-6.665,-7.998,-3.419,-1.871,-9.277,0.041,0.982,-0.278,-0.366,0.427,0.549,100.000,76101.000,1.000
1.765,-2.278,-1.504,-3.156,-6.316,-1.554,-0.812,-7.317,0.041,0.983,-0.278,-0.336,0.488,0.519,100.000,76102.000,1.000
3.877,-0.084,1.587,0.025,-4.358,0.075,0.005,-4.678,0.041,0.985,-0.277,-0.427,0.641,0.519,100.000,76103.000,1.000
5.341,1.831,4.077,2.564,-2.244,1.141,0.701,-2.019,0.041,0.986,-0.279,-0.580,0.732,0.641,100.000,76104.000,1.000
6.301,3.118,5.766,4.351,-0.143,1.582,1.378,0.091,0.040,0.985,-0.280,-0.641,0.763,0.580,100.000,76105.000,1.000
6.887,3.672,6.581,5.385,1.701,1.444,2.099,1.352,0.039,0.984,-0.277,-0.702,0.793,0.458,100.000,76106.000,1.000
7.037,3.685,6.541,5.671,3.041,0.880,2.892,1.797,0.043,0.983,-0.274,-0.702,0.977,0.458,100.000,76107.000,1.000
6.602,3.486,5.733,5.119,3.701,0.161,3.697,1.635,0.041,0.984,-0.275,-0.610,1.190,0.488,100.000,76108.000,1.000
5.683,3.372,4.421,3.714,3.675,-0.433,4.321,1.097,0.041,0.984,-0.275,-0.641,1.190,0.336,100.000,76109.000,1.000
4.769,3.517,3.116,1.801,3.191,-0.769,4.401,0.401,0.039,0.984,-0.276,-0.671,1.312,0.336,100.000,76110.000,1.000
4.480,3.891,2.366,0.063,2.605,-0.977,3.554,-0.289,0.038,0.985,-0.277,-0.732,1.312,0.153,100.000,76111.000,1.000
5.138,4.256,2.403,-0.888,2.203,-1.309,1.822,-0.868,0.037,0.986,-0.275,-0.641,1.251,0.122,100.000,76112.000,1.000
6.517,4.282,3.019,-0.914,2.080,-1.745,-0.175,-1.277,0.036,0.986,-0.274,-0.854,1.343,0.061,100.000,76113.000,1.000
7.963,3.770,3.818,-0.298,2.207,-1.869,-1.631,-1.507,0.035,0.986,-0.276,-0.824,1.373,0.153,100.000,76114.000,1.000
8.764,2.812,4.488,0.617,2.527,-1.277,-2.045,-1.530,0.032,0.982,-0.275,-0.763,1.282,0.061,100.000,76115.000,1.000
8.459,1.699,4.786,1.557,2.896,-0.071,-1.494,-1.305,0.033,0.982,-0.276,-0.824,1.190,-0.092,100.000,76116.000,1.000
7.002,0.713,4.487,2.229,3.043,1.179,-0.553,-0.976,0.032,0.979,-0.276,-0.854,1.129,-0.031,100.000,76117.000,1.000
4.790,0.050,3.567,2.398,2.715,1.919,0.108,-0.894,0.031,0.976,-0.279,-0.763,1.221,0.122,100.000,76118.000,1.000
2.451,-0.255,2.260,2.032,1.812,1.916,0.102,-1.367,0.034,0.977,-0.280,-0.580,1.038,0.122,100.000,76119.000,1.000
0.427,-0.379,0.834,1.256,0.387,1.199,-0.547,-2.441,0.037,0.980,-0.276,-0.458,0.946,0.153,100.000,76120.000,1.000
-1.220,-0.585,-0.562,0.225,-1.354,-0.060,-1.483,-3.829,0.034,0.984,-0.276,-0.397,0.946,0.122,100.000,76121.000,1.000
-2.622,-1.018,-1.850,-0.906,-3.106,-1.659,-2.344,-5.068,0.035,0.985,-0.275,-0.397,0.793,0.275,100.000,76122.000,1.000
-3.868,-1.666,-2.994,-2.022,-4.612,-3.440,-3.083,-5.902,0.035,0.980,-0.276,-0.275,0.641,0.336,100.000,76123.000,1.000
-4.928,-2.420,-3.986,-3.068,-5.725,-5.249,-3.896,-6.441,0.034,0.977,-0.276,-0.183,0.641,0.458,100.000,76124.000,1.000
-5.595,-3.037,-4.714,-3.883,-6.267,-6.775,-4.769,-6.797,0.035,0.978,-0.277,-0.183,0.610,0.488,100.000,76125.000,1.000
-5.562,-3.190,-4.927,-4.115,-6.002,-7.533,-5.266,-6.805,0.036,0.976,-0.274,-0.031,0.580,0.549,100.000,76126.000,1.000
-4.746,-2.776,-4.483,-3.502,-4.927,-7.153,-4.974,-6.281,0.037,0.975,-0.274,-0.061,0.549,0.519,100.000,76127.000,1.000
-3.478,-2.016,-3.509,-2.133,-3.382,-5.638,-3.955,-5.275,0.034,0.975,-0.273,0.122,0.488,0.366,100.000,76128.000,1.000
-2.312,-1.250,-2.347,-0.408,-1.821,-3.362,-2.666,-4.004,0.034,0.977,-0.275,0.092,0.275,0.275,100.000,76129.000,1.000
-1.700,-0.782,-1.436,1.143,-0.621,-0.967,-1.592,-2.798,0.033,0.978,-0.278,0.275,0.183,0.122,100.000,76130.000,1.000
-1.713,-0.766,-1.129,2.093,0.009,0.876,-0.995,-1.981,0.033,0.979,-0.280,0.336,0.244,0.122,100.000,76131.000,1.000
-2.009,-1.129,-1.475,2.278,0.075,1.785,-0.915,-1.661,0.035,0.979,-0.279,0.397,0.092,0.092,100.000,76132.000,1.000
-2.156,-1.678,-2.177,1.839,-0.229,1.763,-1.258,-1.658,0.038,0.980,-0.277,0.336,0.031,-0.122,100.000,76133.000,1.000
-1.939,-2.215,-2.715,1.204,-0.558,1.100,-1.755,-1.609,0.036,0.980,-0.278,0.397,-0.061,-0.153,100.000,76134.000,1.000
-1.352,-2.505,-2.565,0.972,-0.481,0.255,-1.905,-1.108,0.036,0.981,-0.277,0.336,-0.122,-0.336,100.000,76135.000,1.000
-0.480,-2.306,-1.495,1.574,0.305,-0.321,-1.247,0.092,0.038,0.982,-0.274,0.305,-0.061,-0.427,100.000,76136.000,1.000
0.480,-1.534,0.252,2.923,1.744,-0.417,0.222,1.833,0.036,0.983,-0.274,0.214,-0.122,-0.458,100.000,76137.000,1.000
1.237,-0.345,2.094,4.424,3.417,-0.147,1.989,3.557,0.036,0.983,-0.277,0.244,-0.214,-0.336,100.000,76138.000,1.000
1.616,0.917,3.443,5.385,4.780,0.157,3.346,4.654,0.035,0.983,-0.275,0.122,-0.275,-0.397,100.000,76139.000,1.000
1.647,1.863,3.983,5.420,5.435,0.184,3.779,4.827,0.033,0.984,-0.275,0.061,-0.275,-0.458,100.000,76140.000,1.000
1.437,2.247,3.749,4.560,5.294,-0.130,3.283,4.237,0.032,0.984,-0.276,-0.061,-0.397,-0.488,100.000,76141.000,1.000
1.107,2.137,3.074,3.244,4.618,-0.566,2.398,3.387,0.033,0.982,-0.276,-0.031,-0.458,-0.519,100.000,76142.000,1.000
0.885,1.914,2.444,2.189,3.877,-0.813,1.755,2.798,0.032,0.985,-0.278,-0.031,-0.580,-0.519,100.000,76143.000,1.000
0.986,1.984,2.185,1.971,3.425,-0.714,1.514,2.717,0.031,0.984,-0.276,-0.153,-0.702,-0.366,100.000,76144.000,1.000
1.339,2.365,2.171,2.526,3.199,-0.363,1.325,2.970,0.030,0.985,-0.278,-0.275,-0.854,-0.366,100.000,76145.000,1.000
1.582,2.592,1.877,3.104,2.718,0.022,0.781,3.010,0.030,0.985,-0.276,-0.488,-0.793,-0.427,100.000,76146.000,1.000
1.387,2.121,0.817,2.847,1.534,0.336,-0.137,2.340,0.029,0.986,-0.276,-0.519,-0.824,-0.427,100.000,76147.000,1.000
0.833,0.888,-0.950,1.553,-0.205,0.714,-0.913,1.081,0.030,0.987,-0.278,-0.549,-0.977,-0.366,100.000,76148.000,1.000
0.454,-0.510,-2.734,-0.121,-1.756,1.304,-0.916,-0.029,0.031,0.985,-0.274,-0.732,-1.068,-0.244,100.000,76149.000,1.000
0.826,-1.278,-3.700,-1.217,-2.444,1.922,-0.096,-0.286,0.031,0.985,-0.274,-0.763,-1.129,-0.275,100.000,76150.000,1.000
1.948,-1.154,-3.601,-1.278,-2.334,2.029,0.777,0.351,0.032,0.985,-0.277,-0.885,-1.099,-0.183,100.000,76151.000,1.000
3.070,-0.639,-3.008,-0.695,-2.174,1.096,0.699,1.263,0.032,0.985,-0.278,-0.977,-1.099,-0.244,100.000,76152.000,1.000
3.300,-0.413,-2.715,-0.211,-2.632,-0.865,-0.669,1.802,0.033,0.984,-0.277,-0.916,-1.068,-0.214,100.000,76153.000,1.000
2.350,-0.621,-2.962,-0.194,-3.643,-3.052,-2.635,1.803,0.033,0.984,-0.275,-0.916,-1.007,-0.153,100.000,76154.000,1.000
0.593,-0.880,-3.403,-0.550,-4.551,-4.295,-4.043,1.457,0.036,0.982,-0.278,-1.007,-1.007,0.031,100.000,76155.000,1.000
-1.394,-0.884,-3.665,-1.144,-4.778,-3.856,-4.226,0.882,0.037,0.981,-0.277,-1.129,-1.068,0.031,100.000,76156.000,1.000
-3.129,-0.710,-3.670,-2.004,-4.219,-1.862,-3.371,0.018,0.035,0.978,-0.277,-1.160,-0.946,0.000,100.000,76157.000,1.000
-4.210,-0.478,-3.473,-3.107,-3.091,0.897,-2.051,-1.029,0.037,0.978,-0.277,-1.099,-0.763,0.061,100.000,76158.000,1.000
-4.382,-0.134,-3.097,-4.213,-1.672,3.448,-0.664,-1.797,0.039,0.978,-0.278,-0.977,-0.763,-0.092,100.000,76159.000,1.000
-3.774,0.302,-2.658,-5.056,-0.345,5.056,0.544,-1.909,0.038,0.977,-0.279,-0.946,-0.610,-0.183,100.000,76160.000,1.000
-2.805,0.635,-2.362,-5.498,0.449,5.504,1.258,-1.537,0.039,0.976,-0.277,-0.793,-0.488,-0.214,100.000,76161.000,1.000
-1.854,0.681,-2.314,-5.493,0.466,5.077,1.220,-1.197,0.040,0.977,-0.278,-0.763,-0.336,-0.092,100.000,76162.000,1.000
-1.299,0.185,-2.654,-5.218,-0.347,4.143,0.422,-1.251,0.040,0.978,-0.278,-0.641,-0.183,-0.214,100.000,76163.000,1.000
-1.599,-1.170,-3.628,-5.051,-1.924,2.901,-0.886,-1.678,0.036,0.979,-0.279,-0.580,0.000,-0.183,100.000,76164.000,1.000
-2.824,-3.196,-5.139,-5.107,-3.814,1.588,-2.189,-2.105,0.040,0.978,-0.276,-0.549,0.031,-0.275,100.000,76165.000,1.000
-4.260,-4.852,-6.402,-4.912,-5.041,0.620,-2.817,-1.961,0.039,0.977,-0.277,-0.519,0.275,-0.336,100.000,76166.000,1.000
-4.839,-4.923,-6.413,-3.774,-4.647,0.332,-2.326,-0.752,0.039,0.977,-0.278,-0.427,0.336,-0.183,100.000,76167.000,1.000
-4.015,-3.109,-4.838,-1.536,-2.532,0.649,-0.859,1.540,0.036,0.979,-0.277,-0.214,0.488,-0.153,100.000,76168.000,1.000
-2.171,-0.316,-2.341,1.110,0.327,1.106,0.908,4.268,0.037,0.981,-0.278,-0.244,0.671,-0.275,100.000,76169.000,1.000
-0.268,2.093,-0.093,3.074,2.570,1.262,2.228,6.388,0.034,0.983,-0.279,-0.305,0.732,-0.275,100.000,76170.000,1.000
0.848,3.221,1.019,3.607,3.354,1.062,2.686,6.977,0.034,0.983,-0.275,-0.244,0.702,-0.275,100.000,76171.000,1.000
0.979,3.076,0.907,2.740,2.751,0.830,2.291,5.773,0.032,0.983,-0.275,-0.122,0.732,-0.244,100.000,76172.000,1.000
0.635,2.427,0.296,1.264,1.593,0.971,1.388,3.453,0.032,0.983,-0.276,-0.153,0.793,-0.275,100.000,76173.000,1.000
0.540,2.164,0.141,0.187,0.859,1.620,0.527,1.246,0.032,0.981,-0.274,-0.244,0.793,-0.366,100.000,76174.000,1.000
0.972,2.612,0.872,0.003,1.005,2.517,0.208,0.125,0.029,0.982,-0.275,-0.214,0.732,-0.244,100.000,76175.000,1.000
1.613,3.407,2.193,0.500,1.849,3.304,0.674,0.384,0.028,0.984,-0.276,-0.183,0.702,-0.244,100.000,76176.000,1.000
2.055,3.946,3.565,1.243,3.005,3.905,1.937,1.786,0.030,0.984,-0.275,-0.275,0.610,-0.214,100.000,76177.000,1.000
2.191,3.835,4.632,1.964,4.173,4.435,3.727,3.739,0.029,0.985,-0.273,-0.427,0.549,-0.153,100.000,76178.000,1.000
2.159,3.080,5.291,2.555,5.132,4.866,5.437,5.413,0.028,0.985,-0.271,-0.427,0.427,-0.092,100.000,76179.000,1.000
2.259,2.155,5.720,3.077,5.878,5.118,6.538,6.246,0.028,0.986,-0.274,-0.641,0.458,-0.061,100.000,76180.000,1.000
2.857,1.783,6.328,3.804,6.726,5.324,7.082,6.452,0.030,0.987,-0.276,-0.763,0.366,-0.092,100.000,76181.000,1.000
3.999,2.316,7.318,4.909,7.895,5.604,7.366,6.649,0.029,0.985,-0.275,-0.763,0.336,0.031,100.000,76182.000,1.000
5.177,3.315,8.351,6.123,9.073,5.778,7.317,7.013,0.029,0.986,-0.272,-0.793,0.244,-0.122,100.000,76183.000,1.000
5.736,3.915,8.853,6.931,9.671,5.630,6.663,7.163,0.028,0.988,-0.273,-0.854,0.214,0.031,100.000,76184.000,1.000
5.421,3.614,8.560,7.070,9.394,5.230,5.497,6.821,0.028,0.988,-0.273,-0.854,0.092,0.031,100.000,76185.000,1.000
4.405,2.595,7.678,6.645,8.382,4.816,4.261,6.217,0.029,0.989,-0.274,-1.099,0.092,0.092,100.000,76186.000,1.000
3.000,1.435,6.590,5.908,6.958,4.537,3.380,5.789,0.029,0.988,-0.273,-1.129,0.000,0.183,100.000,76187.000,1.000
1.559,0.672,5.578,5.087,5.439,4.447,3.099,5.754,0.030,0.986,-0.272,-1.251,-0.153,0.122,100.000,76188.000,1.000
0.412,0.485,4.658,4.273,4.021,4.508,3.326,5.943,0.029,0.987,-0.272,-1.282,-0.122,0.244,100.000,76189.000,1.000
-0.408,0.584,3.514,3.263,2.623,4.457,3.507,5.884,0.029,0.988,-0.273,-1.404,-0.122,0.244,100.000,76190.000,1.000
-1.191,0.492,1.769,1.674,0.985,3.911,3.033,5.118,0.031,0.985,-0.271,-1.465,-0.122,0.336,100.000,76191.000,1.000
-2.235,-0.054,-0.599,-0.641,-0.976,2.719,1.821,3.544,0.033,0.985,-0.275,-1.404,-0.092,0.244,100.000,76192.000,1.000
-3.650,-1.034,-3.190,-3.365,-3.020,1.063,0.279,1.414,0.037,0.984,-0.274,-1.556,-0.031,0.305,100.000,76193.000,1.000
-5.338,-2.299,-5.447,-5.905,-4.801,-0.706,-1.217,-0.889,0.037,0.980,-0.274,-1.587,0.031,0.397,100.000,76194.000,1.000
-6.949,-3.624,-6.916,-7.732,-6.095,-2.265,-2.597,-2.993,0.036,0.980,-0.273,-1.526,0.122,0.336,100.000,76195.000,1.000
-7.905,-4.676,-7.365,-8.551,-6.810,-3.358,-3.831,-4.550,0.036,0.979,-0.271,-1.495,0.183,0.458,100.000,76196.000,1.000
-7.635,-5.027,-6.754,-8.239,-6.848,-3.746,-4.586,-5.264,0.035,0.979,-0.273,-1.404,0.244,0.488,100.000,76197.000,1.000
-5.937,-4.314,-5.208,-6.871,-6.121,-3.253,-4.362,-5.039,0.035,0.978,-0.273,-1.190,0.244,0.519,100.000,76198.000,1.000
-3.223,-2.586,-3.131,-4.895,-4.837,-1.981,-3.044,-4.168,0.038,0.977,-0.272,-1.251,0.275,0.366,100.000,76199.000,1.000
-0.339,-0.540,-1.211,-3.095,-3.619,-0.468,-1.220,-3.273,0.038,0.976,-0.273,-1.099,0.366,0.305,100.000,76200.000,1.000
2.030,0.911,-0.005,-2.084,-3.073,0.519,0.221,-2.854,0.039,0.977,-0.272,-0.977,0.366,0.366,100.000,76201.000,1.000
3.785,1.435,0.509,-1.865,-3.275,0.460,0.692,-2.959,0.039,0.976,-0.272,-0.885,0.458,0.336,100.000,76202.000,1.000
5.144,1.447,0.785,-2.008,-3.827,-0.658,0.034,-3.382,0.038,0.977,-0.274,-0.793,0.488,0.336,100.000,76203.000,1.000
6.121,1.504,1.169,-2.113,-4.250,-2.457,-1.593,-3.944,0.037,0.978,-0.271,-0.641,0.641,0.214,100.000,76204.000,1.000
6.373,1.702,1.590,-2.034,-4.249,-4.373,-3.713,-4.448,0.038,0.981,-0.270,-0.519,0.641,0.275,100.000,76205.000,1.000
5.492,1.619,1.690,-1.820,-3.848,-5.866,-5.643,-4.624,0.036,0.980,-0.268,-0.427,0.671,0.305,100.000,76206.000,1.000
3.404,0.786,1.173,-1.596,-3.385,-6.647,-6.830,-4.373,0.037,0.979,-0.271,-0.336,0.732,0.336,100.000,76207.000,1.000
0.568,-0.781,0.070,-1.472,-3.272,-6.715,-7.138,-3.967,0.037,0.978,-0.273,-0.214,0.732,0.275,100.000,76208.000,1.000
-2.142,-2.427,-1.206,-1.449,-3.585,-6.120,-6.693,-3.747,0.037,0.979,-0.272,-0.122,0.885,0.214,100.000,76209.000,1.000
-3.836,-3.260,-2.054,-1.388,-3.950,-4.891,-5.600,-3.736,0.037,0.977,-0.271,0.061,0.946,0.275,100.000,76210.000,1.000
-4.165,-2.886,-2.169,-1.202,-3.971,-3.321,-4.054,-3.788,0.037,0.976,-0.271,0.214,0.916,0.305,100.000,76211.000,1.000
-3.610,-1.821,-1.875,-1.077,-3.712,-2.094,-2.536,-3.878,0.036,0.976,-0.272,0.183,1.068,0.244,100.000,76212.000,1.000
-3.114,-1.063,-1.810,-1.322,-3.566,-1.849,-1.579,-4.008,0.037,0.976,-0.271,0.244,1.007,0.244,100.000,76213.000,1.000
-3.290,-1.177,-2.238,-1.930,-3.683,-2.607,-1.267,-3.983,0.035,0.978,-0.274,0.336,1.038,0.305,100.000,76214.000,1.000
-3.994,-1.865,-2.750,-2.441,-3.749,-3.771,-1.187,-3.518,0.034,0.978,-0.272,0.427,1.007,0.275,100.000,76215.000,1.000
-4.618,-2.361,-2.689,-2.360,-3.346,-4.680,-0.957,-2.609,0.033,0.980,-0.271,0.519,0.885,0.305,100.000,76216.000,1.000
-4.671,-2.131,-1.767,-1.609,-2.351,-4.984,-0.530,-1.591,0.034,0.980,-0.274,0.549,0.793,0.275,100.000,76217.000,1.000
-4.102,-1.255,-0.300,-0.553,-0.990,-4.611,0.012,-0.847,0.034,0.981,-0.275,0.519,0.854,0.305,100.000,76218.000,1.000
-3.255,-0.261,1.050,0.303,0.348,-3.712,0.660,-0.626,0.034,0.981,-0.276,0.519,0.763,0.275,100.000,76219.000,1.000
-2.554,0.395,1.750,0.664,1.386,-2.595,1.456,-0.907,0.035,0.983,-0.274,0.519,0.763,0.122,100.000,76220.000,1.000
-2.262,0.662,1.662,0.527,2.109,-1.546,2.375,-1.342,0.036,0.985,-0.274,0.458,0.732,0.214,100.000,76221.000,1.000
-2.500,0.670,0.900,-0.010,2.579,-0.766,3.209,-1.617,0.037,0.985,-0.273,0.519,0.671,0.214,100.000,76222.000,1.000
-3.284,0.346,-0.385,-0.923,2.702,-0.422,3.668,-1.838,0.036,0.986,-0.274,0.366,0.610,0.214,100.000,76223.000,1.000
-4.384,-0.486,-1.949,-2.137,2.326,-0.557,3.590,-2.272,0.036,0.985,-0.273,0.244,0.610,0.153,100.000,76224.000,1.000
