EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
10.452,6.026,14.025,16.074,15.586,5.883,10.738,18.498,0.024,0.988,-0.249,-1.282,-0.519,-0.031,100.000,63988.000,1.000
11.240,8.109,14.868,17.026,18.278,7.917,11.658,21.521,0.025,0.990,-0.249,-1.251,-0.549,-0.122,100.000,63989.000,1.000
10.176,9.172,13.923,16.226,19.424,9.375,12.232,22.567,0.027,0.989,-0.250,-1.251,-0.549,-0.275,100.000,63990.000,1.000
7.238,8.623,10.958,13.273,18.596,10.206,12.156,21.070,0.029,0.989,-0.250,-1.221,-0.519,-0.244,100.000,63991.000,1.000
3.054,6.510,6.451,8.381,15.761,10.355,11.052,16.947,0.027,0.991,-0.250,-1.129,-0.519,-0.122,100.000,63992.000,1.000
-1.079,3.538,1.542,2.586,11.507,9.938,9.046,10.952,0.026,0.990,-0.249,-1.160,-0.549,-0.061,100.000,63993.000,1.000
-3.751,0.723,-2.477,-2.684,6.852,9.160,6.850,4.459,0.025,0.988,-0.247,-1.160,-0.580,0.000,100.000,63994.000,1.000
-4.201,-1.089,-4.751,-6.336,2.736,8.083,5.104,-1.126,0.027,0.988,-0.249,-1.190,-0.549,-0.061,100.000,63995.000,1.000
-2.674,-1.607,-5.150,-8.019,-0.360,6.596,3.713,-4.925,0.028,0.989,-0.249,-1.099,-0.549,-0.153,100.000,63996.000,1.000
-0.081,-1.056,-4.105,-7.954,-2.371,4.715,2.089,-6.832,0.029,0.991,-0.248,-1.129,-0.549,-0.275,100.000,63997.000,1.000
2.586,0.172,-2.242,-6.580,-3.374,2.761,-0.086,-7.383,0.030,0.990,-0.247,-1.068,-0.488,-0.153,100.000,63998.000,1.000
4.590,1.675,-0.200,-4.484,-3.577,1.071,-2.665,-7.382,0.030,0.988,-0.246,-1.129,-0.336,-0.183,100.000,63999.000,1.000
5.551,3.004,1.431,-2.402,-3.410,-0.286,-5.310,-7.450,0.030,0.987,-0.249,-1.068,-0.366,-0.153,100.000,64000.000,1.000
5.597,3.859,2.362,-0.844,-3.314,-1.379,-7.603,-7.683,0.032,0.987,-0.247,-1.190,-0.275,0.000,100.000,64001.000,1.000
5.262,4.214,2.689,0.200,-3.505,-2.312,-9.171,-7.779,0.030,0.982,-0.250,-1.129,-0.244,-0.061,100.000,64002.000,1.000
5.037,4.140,2.660,0.988,-3.968,-3.233,-9.831,-7.433,0.031,0.979,-0.250,-0.946,-0.153,-0.031,100.000,64003.000,1.000
5.032,3.714,2.523,1.696,-4.410,-4.108,-9.457,-6.418,0.031,0.979,-0.249,-0.702,-0.092,-0.061,100.000,64004.000,1.000
4.973,3.048,2.437,2.349,-4.374,-4.660,-7.989,-4.633,0.029,0.982,-0.250,-0.610,0.000,-0.061,100.000,64005.000,1.000
4.418,2.145,2.272,2.753,-3.719,-4.789,-5.844,-2.486,0.031,0.985,-0.250,-0.397,0.061,0.092,100.000,64006.000,1.000
3.160,0.958,1.707,2.589,-2.784,-4.684,-3.857,-0.905,0.030,0.986,-0.249,-0.336,0.183,0.061,100.000,64007.000,1.000
1.457,-0.336,0.622,1.710,-1.970,-4.380,-2.592,-0.684,0.029,0.987,-0.248,-0.336,0.336,0.061,100.000,64008.000,1.000
-0.269,-1.395,-0.847,0.205,-1.436,-3.560,-1.947,-1.937,0.030,0.988,-0.248,-0.275,0.458,0.061,100.000,64009.000,1.000
-1.907,-2.132,-2.601,-1.808,-1.247,-2.014,-1.514,-4.073,0.030,0.987,-0.252,-0.214,0.519,0.183,100.000,64010.000,1.000
-3.662,-2.850,-4.691,-4.263,-1.543,-0.141,-1.161,-6.196,0.031,0.988,-0.249,-0.122,0.519,0.061,100.000,64011.000,1.000
-5.718,-3.980,-7.156,-7.040,-2.463,1.268,-1.146,-7.637,0.031,0.991,-0.249,-0.122,0.671,0.092,100.000,64012.000,1.000
-8.000,-5.682,-9.808,-9.870,-3.956,1.714,-1.658,-8.189,0.030,0.990,-0.246,-0.092,0.641,0.122,100.000,64013.000,1.000
-10.176,-7.661,-12.229,-12.427,-5.775,1.254,-2.542,-8.059,0.027,0.991,-0.248,-0.061,0.702,-0.031,100.000,64014.000,1.000
-11.895,-9.356,-14.025,-14.516,-7.618,0.277,-3.450,-7.715,0.026,0.995,-0.244,-0.305,0.702,-0.214,100.000,64015.000,1.000
-13.010,-10.310,-15.045,-16.083,-9.176,-0.650,-3.938,-7.541,0.025,0.995,-0.243,-0.671,0.702,-0.275,100.000,64016.000,1.000
-13.599,-10.402,-15.344,-17.092,-10.160,-0.936,-3.503,-7.518,0.025,0.996,-0.248,-0.702,0.610,-0.427,100.000,64017.000,1.000
-13.788,-9.782,-14.997,-17.471,-10.430,-0.373,-1.926,-7.374,0.025,0.997,-0.247,-0.854,0.641,-0.519,100.000,64018.000,1.000
-13.554,-8.613,-13.962,-17.122,-10.076,0.664,0.378,-6.981,0.025,0.997,-0.247,-1.007,0.549,-0.519,100.000,64019.000,1.000
-12.661,-6.911,-12.067,-15.914,-9.305,1.546,2.406,-6.477,0.025,0.995,-0.245,-1.129,0.488,-0.458,100.000,64020.000,1.000
-10.829,-4.706,-9.188,-13.767,-8.287,1.835,3.058,-6.049,0.026,0.995,-0.249,-1.221,0.519,-0.519,100.000,64021.000,1.000
-8.016,-2.298,-5.526,-10.843,-7.137,1.462,1.907,-5.754,0.024,0.996,-0.247,-1.343,0.458,-0.519,100.000,64022.000,1.000
-4.532,-0.207,-1.658,-7.579,-5.980,0.613,-0.497,-5.511,0.025,0.995,-0.246,-1.251,0.488,-0.336,100.000,64023.000,1.000
-0.875,1.166,1.809,-4.399,-4.920,-0.482,-3.149,-5.156,0.022,0.996,-0.247,-1.282,0.519,-0.305,100.000,64024.000,1.000
2.533,1.835,4.601,-1.445,-3.907,-1.622,-5.184,-4.542,0.021,0.994,-0.246,-1.312,0.366,-0.244,100.000,64025.000,1.000
5.427,2.135,6.734,1.315,-2.716,-2.517,-6.041,-3.712,0.023,0.995,-0.244,-1.434,0.305,-0.092,100.000,64026.000,1.000
7.523,2.316,8.174,3.710,-1.221,-2.859,-5.525,-2.984,0.021,0.997,-0.243,-1.556,0.183,0.000,100.000,64027.000,1.000
8.376,2.203,8.633,5.237,0.286,-2.676,-4.029,-2.806,0.020,0.994,-0.241,-1.617,0.092,0.214,100.000,64028.000,1.000
7.665,1.444,7.858,5.508,1.257,-2.394,-2.482,-3.409,0.019,0.994,-0.241,-1.709,-0.061,0.336,100.000,64029.000,1.000
5.739,0.134,6.157,4.823,1.496,-2.379,-1.615,-4.422,0.020,0.992,-0.240,-1.678,-0.153,0.275,100.000,64030.000,1.000
3.559,-1.048,4.402,4.051,1.404,-2.639,-1.338,-4.967,0.022,0.993,-0.239,-1.709,-0.183,0.275,100.000,64031.000,1.000
1.965,-1.437,3.368,3.875,1.529,-2.992,-1.077,-4.352,0.022,0.993,-0.238,-1.770,-0.275,0.336,100.000,64032.000,1.000
1.205,-0.929,3.226,4.344,2.073,-3.231,-0.513,-2.607,0.022,0.992,-0.238,-1.740,-0.305,0.336,100.000,64033.000,1.000
1.158,0.041,3.639,5.067,2.825,-3.101,0.201,-0.304,0.022,0.990,-0.241,-1.740,-0.427,0.427,100.000,64034.000,1.000
1.604,0.879,4.102,5.573,3.390,-2.407,0.723,2.018,0.022,0.989,-0.240,-1.831,-0.488,0.427,100.000,64035.000,1.000
2.254,1.241,4.280,5.606,3.560,-1.125,1.012,4.196,0.022,0.986,-0.241,-1.862,-0.427,0.458,100.000,64036.000,1.000
2.928,1.311,4.287,5.364,3.619,0.705,1.589,6.377,0.025,0.985,-0.242,-1.770,-0.397,0.366,100.000,64037.000,1.000
3.742,1.707,4.558,5.312,4.136,2.989,3.101,8.684,0.027,0.985,-0.240,-1.648,-0.366,0.366,100.000,64038.000,1.000
4.840,2.955,5.329,5.675,5.416,5.393,5.556,10.917,0.028,0.986,-0.239,-1.617,-0.427,0.397,100.000,64039.000,1.000
6.041,5.078,6.442,6.275,7.276,7.394,8.210,12.585,0.032,0.982,-0.239,-1.373,-0.336,0.366,100.000,64040.000,1.000
6.940,7.627,7.581,6.803,9.232,8.598,10.115,13.276,0.033,0.982,-0.241,-1.251,-0.244,0.427,100.000,64041.000,1.000
7.266,10.015,8.544,7.094,10.778,9.032,10.755,13.048,0.034,0.981,-0.240,-1.129,-0.061,0.488,100.000,64042.000,1.000
7.101,11.806,9.323,7.209,11.653,9.200,10.416,12.525,0.036,0.981,-0.240,-0.916,0.031,0.549,100.000,64043.000,1.000
6.742,12.676,9.895,7.276,11.782,9.585,9.773,12.382,0.036,0.980,-0.243,-0.824,0.122,0.549,100.000,64044.000,1.000
6.307,12.197,9.914,7.197,10.912,9.953,8.944,12.536,0.035,0.980,-0.239,-0.549,0.244,0.519,100.000,64045.000,1.000
5.617,10.052,8.887,6.669,8.704,9.441,7.344,12.100,0.034,0.980,-0.240,-0.366,0.427,0.580,100.000,64046.000,1.000
4.455,6.565,6.744,5.596,5.346,7.402,4.582,10.333,0.034,0.979,-0.241,-0.153,0.458,0.458,100.000,64047.000,1.000
2.778,2.777,4.039,4.278,1.739,4.082,1.091,7.421,0.033,0.979,-0.242,0.000,0.641,0.580,100.000,64048.000,1.000
0.759,-0.087,1.563,3.134,-1.038,0.497,-2.119,4.230,0.034,0.981,-0.242,0.244,0.793,0.458,100.000,64049.000,1.000
-1.191,-1.251,-0.135,2.337,-2.400,-2.313,-4.108,1.493,0.033,0.982,-0.242,0.458,1.007,0.641,100.000,64050.000,1.000
-2.591,-0.693,-0.925,1.728,-2.458,-3.873,-4.474,-0.631,0.032,0.983,-0.242,0.702,0.977,0.580,100.000,64051.000,1.000
-3.174,0.995,-0.964,1.062,-1.717,-4.243,-3.454,-2.355,0.032,0.983,-0.240,0.885,1.160,0.458,100.000,64052.000,1.000
-3.037,2.924,-0.524,0.296,-0.699,-3.793,-1.807,-3.836,0.031,0.988,-0.241,0.916,1.190,0.366,100.000,64053.000,1.000
-2.518,4.252,0.084,-0.401,0.276,-3.063,-0.415,-4.900,0.031,0.987,-0.243,0.946,1.312,0.305,100.000,64054.000,1.000
-1.933,4.574,0.584,-0.889,1.152,-2.492,0.229,-5.139,0.031,0.987,-0.242,1.068,1.282,0.305,100.000,64055.000,1.000
-1.514,3.969,0.674,-1.339,1.885,-2.212,0.086,-4.506,0.028,0.988,-0.244,1.251,1.190,0.275,100.000,64056.000,1.000
-1.591,2.611,-0.057,-2.237,2.185,-2.133,-0.720,-3.644,0.027,0.988,-0.244,1.312,1.251,0.336,100.000,64057.000,1.000
-2.469,0.642,-1.830,-3.873,1.795,-2.017,-1.821,-3.211,0.027,0.990,-0.245,1.343,1.129,0.122,100.000,64058.000,1.000
-4.004,-1.538,-4.220,-5.806,1.000,-1.448,-2.404,-3.111,0.026,0.991,-0.244,1.404,1.129,0.153,100.000,64059.000,1.000
-5.558,-3.217,-6.277,-7.077,0.570,0.032,-1.567,-2.695,0.026,0.993,-0.244,1.434,1.068,0.214,100.000,64060.000,1.000
-6.561,-3.831,-7.234,-7.045,1.134,2.507,0.980,-1.437,0.025,0.994,-0.244,1.404,1.068,0.061,100.000,64061.000,1.000
-6.901,-3.371,-7.008,-5.920,2.664,5.433,4.596,0.725,0.023,0.995,-0.244,1.373,0.946,0.061,100.000,64062.000,1.000
-6.651,-2.163,-5.932,-4.415,4.640,7.958,8.082,3.443,0.023,0.997,-0.244,1.282,0.763,-0.061,100.000,64063.000,1.000
-5.773,-0.505,-4.277,-3.130,6.453,9.383,10.330,6.035,0.020,0.994,-0.245,1.251,0.732,0.000,100.000,64064.000,1.000
-4.222,1.287,-2.241,-2.301,7.574,9.429,10.816,7.658,0.020,0.991,-0.243,1.221,0.671,-0.031,100.000,64065.000,1.000
-2.076,2.763,-0.070,-1.749,7.669,8.314,9.813,7.868,0.022,0.990,-0.246,1.129,0.427,0.153,100.000,64066.000,1.000
0.425,3.499,1.966,-0.974,6.703,6.388,7.955,6.991,0.024,0.989,-0.247,1.068,0.275,0.092,100.000,64067.000,1.000
2.851,3.372,3.646,0.456,4.895,3.736,5.621,5.671,0.028,0.990,-0.250,1.007,0.153,0.183,100.000,64068.000,1.000
4.712,2.695,4.883,2.617,2.706,0.490,3.024,4.326,0.029,0.990,-0.249,1.068,0.122,0.244,100.000,64069.000,1.000
5.689,1.984,5.717,5.196,0.705,-2.875,0.544,3.164,0.030,0.995,-0.249,1.160,0.122,0.305,100.000,64070.000,1.000
5.774,1.528,6.132,7.582,-0.841,-5.955,-1.573,2.220,0.028,0.997,-0.248,1.221,0.061,0.366,100.000,64071.000,1.000
5.313,1.284,6.031,9.164,-2.111,-8.609,-3.551,1.249,0.028,0.997,-0.247,1.038,0.000,0.336,100.000,64072.000,1.000
4.814,1.013,5.354,9.604,-3.427,-10.585,-5.727,-0.049,0.030,0.991,-0.245,0.946,-0.122,0.519,100.000,64073.000,1.000
4.488,0.365,4.042,8.761,-4.979,-11.421,-8.011,-1.655,0.030,0.989,-0.248,0.854,-0.061,0.397,100.000,64074.000,1.000
4.103,-0.879,2.115,6.655,-6.684,-10.796,-9.823,-3.254,0.031,0.988,-0.250,0.916,-0.031,0.397,100.000,64075.000,1.000
3.449,-2.480,-0.100,3.695,-8.130,-8.786,-10.452,-4.458,0.029,0.989,-0.251,0.824,0.061,0.397,100.000,64076.000,1.000
2.728,-3.846,-1.967,0.710,-8.756,-5.887,-9.511,-4.914,0.030,0.991,-0.248,0.824,-0.031,0.366,100.000,64077.000,1.000
2.437,-4.462,-2.879,-1.401,-8.250,-2.885,-7.256,-4.495,0.027,0.991,-0.251,0.916,-0.061,0.275,100.000,64078.000,1.000
2.959,-4.218,-2.620,-2.099,-6.786,-0.608,-4.556,-3.480,0.028,0.988,-0.252,0.641,-0.031,0.122,100.000,64079.000,1.000
4.163,-3.483,-1.545,-1.441,-4.865,0.503,-2.301,-2.288,0.031,0.989,-0.252,0.671,0.000,-0.031,100.000,64080.000,1.000
5.351,-2.850,-0.383,0.077,-2.878,0.745,-0.621,-0.920,0.030,0.989,-0.251,0.519,0.000,-0.122,100.000,64081.000,1.000
5.604,-2.770,0.116,1.794,-0.981,0.868,1.070,0.976,0.031,0.990,-0.253,0.458,0.092,-0.244,100.000,64082.000,1.000
4.252,-3.402,-0.581,3.012,0.660,1.316,3.131,3.389,0.031,0.990,-0.251,0.427,0.061,-0.336,100.000,64083.000,1.000
1.390,-4.531,-2.535,3.244,1.853,2.014,5.164,5.693,0.033,0.991,-0.249,0.397,0.092,-0.458,100.000,64084.000,1.000
-1.984,-5.629,-5.181,2.507,2.567,2.816,6.487,7.241,0.032,0.990,-0.254,0.336,0.153,-0.427,100.000,64085.000,1.000
-4.619,-6.214,-7.650,1.227,2.904,3.721,6.765,7.976,0.030,0.989,-0.254,0.122,0.183,-0.488,100.000,64086.000,1.000
-5.808,-6.135,-9.192,-0.046,2.998,4.709,6.161,8.354,0.029,0.987,-0.253,0.122,0.244,-0.580,100.000,64087.000,1.000
-5.503,-5.488,-9.408,-0.856,2.989,5.566,5.115,8.784,0.030,0.988,-0.254,0.183,0.275,-0.549,100.000,64088.000,1.000
-4.022,-4.473,-8.329,-0.953,2.941,5.847,4.132,9.304,0.029,0.988,-0.256,0.092,0.275,-0.519,100.000,64089.000,1.000
-1.871,-3.368,-6.346,-0.259,2.777,5.062,3.563,9.685,0.027,0.990,-0.254,0.092,0.305,-0.427,100.000,64090.000,1.000
0.346,-2.443,-3.994,1.170,2.351,3.002,3.265,9.528,0.028,0.988,-0.253,0.061,0.275,-0.397,100.000,64091.000,1.000
2.100,-1.821,-1.740,3.027,1.528,-0.077,2.560,8.337,0.028,0.989,-0.252,0.122,0.153,-0.336,100.000,64092.000,1.000
3.007,-1.516,0.037,4.679,0.194,-3.671,0.722,5.747,0.025,0.990,-0.254,0.061,0.092,-0.275,100.000,64093.000,1.000
2.747,-1.632,0.949,5.316,-1.817,-7.342,-2.521,1.658,0.024,0.989,-0.252,-0.183,0.092,-0.275,100.000,64094.000,1.000
1.176,-2.215,0.702,4.368,-4.608,-10.641,-6.803,-3.715,0.024,0.991,-0.251,-0.275,0.061,-0.122,100.000,64095.000,1.000
-1.395,-2.990,-0.635,1.889,-7.945,-12.906,-11.276,-9.708,0.022,0.992,-0.252,-0.366,-0.031,-0.092,100.000,64096.000,1.000
-4.227,-3.628,-2.651,-1.512,-11.254,-13.516,-15.004,-15.271,0.023,0.992,-0.251,-0.427,0.000,-0.031,100.000,64097.000,1.000
-6.586,-4.133,-4.923,-5.063,-13.945,-12.404,-17.371,-19.395,0.024,0.990,-0.252,-0.427,-0.122,0.153,100.000,64098.000,1.000
-8.156,-4.705,-7.236,-8.175,-15.659,-10.248,-18.356,-21.613,0.024,0.990,-0.252,-0.671,-0.214,0.153,100.000,64099.000,1.000
-9.072,-5.384,-9.478,-10.552,-16.252,-8.078,-18.344,-22.111,0.023,0.989,-0.253,-0.763,-0.244,0.214,100.000,64100.000,1.000
-9.616,-5.994,-11.367,-12.013,-15.656,-6.614,-17.552,-21.366,0.025,0.992,-0.250,-0.824,-0.214,0.214,100.000,64101.000,1.000
-9.848,-6.215,-12.345,-12.294,-13.811,-5.870,-15.764,-19.602,0.027,0.988,-0.251,-0.793,-0.366,0.275,100.000,64102.000,1.000
-9.571,-5.708,-11.867,-11.144,-10.729,-5.227,-12.618,-16.570,0.028,0.989,-0.254,-0.946,-0.305,0.183,100.000,64103.000,1.000
-8.686,-4.383,-9.865,-8.643,-6.661,-3.916,-8.052,-11.878,0.028,0.990,-0.254,-1.038,-0.366,0.336,100.000,64104.000,1.000
-7.420,-2.572,-6.908,-5.328,-2.214,-1.706,-2.666,-5.571,0.029,0.988,-0.253,-1.190,-0.336,0.336,100.000,64105.000,1.000
-6.120,-0.850,-3.874,-1.983,1.773,0.740,2.350,1.464,0.030,0.990,-0.255,-1.160,-0.244,0.275,100.000,64106.000,1.000
-4.986,0.316,-1.500,0.686,4.571,2.393,5.823,7.661,0.029,0.990,-0.254,-1.251,-0.305,0.183,100.000,64107.000,1.000
-3.982,0.820,-0.048,2.412,6.004,2.837,7.331,11.682,0.030,0.989,-0.250,-1.343,-0.183,0.336,100.000,64108.000,1.000
-2.906,0.933,0.788,3.531,6.577,2.628,7.500,13.389,0.030,0.991,-0.255,-1.312,-0.214,0.275,100.000,64109.000,1.000
-1.546,1.030,1.558,4.601,7.008,2.614,7.525,13.731,0.031,0.991,-0.251,-1.495,-0.214,0.153,100.000,64110.000,1.000
0.193,1.366,2.617,5.882,7.654,3.119,8.252,13.677,0.031,0.991,-0.250,-1.404,-0.092,0.275,100.000,64111.000,1.000
2.246,2.104,4.015,7.218,8.340,3.811,9.585,13.399,0.031,0.992,-0.250,-1.526,0.000,0.183,100.000,64112.000,1.000
4.321,3.203,5.515,8.184,8.466,3.968,10.496,12.271,0.031,0.992,-0.248,-1.556,0.031,0.183,100.000,64113.000,1.000
6.001,4.275,6.685,8.292,7.355,2.899,9.703,9.544,0.032,0.990,-0.250,-1.617,0.153,0.122,100.000,64114.000,1.000
7.036,4.792,7.155,7.317,4.851,0.581,6.784,5.223,0.031,0.988,-0.248,-1.556,0.122,-0.031,100.000,64115.000,1.000
7.406,4.453,6.841,5.458,1.617,-2.026,2.689,0.372,0.029,0.986,-0.250,-1.648,0.275,0.061,100.000,64116.000,1.000
7.250,3.455,6.010,3.204,-1.243,-3.559,-1.049,-3.650,0.029,0.986,-0.252,-1.678,0.214,0.000,100.000,64117.000,1.000
6.816,2.402,5.138,1.069,-2.905,-3.268,-3.537,-6.321,0.029,0.987,-0.249,-1.556,0.244,-0.031,100.000,64118.000,1.000
6.353,1.883,4.612,-0.619,-3.276,-1.491,-4.891,-8.252,0.028,0.988,-0.249,-1.556,0.275,-0.153,100.000,64119.000,1.000
6.012,2.116,4.510,-1.760,-2.879,0.749,-5.720,-10.391,0.027,0.988,-0.250,-1.526,0.366,-0.214,100.000,64120.000,1.000
5.802,2.867,4.610,-2.407,-2.380,2.479,-6.478,-13.025,0.027,0.988,-0.249,-1.373,0.305,-0.122,100.000,64121.000,1.000
5.556,3.565,4.508,-2.747,-2.182,3.253,-7.120,-15.536,0.027,0.988,-0.250,-1.465,0.244,-0.153,100.000,64122.000,1.000
4.945,3.534,3.740,-3.140,-2.396,3.146,-7.249,-17.021,0.028,0.987,-0.249,-1.465,0.214,-0.061,100.000,64123.000,1.000
3.648,2.317,2.017,-3.975,-2.958,2.445,-6.627,-16.998,0.026,0.987,-0.247,-1.312,0.153,-0.092,100.000,64124.000,1.000
1.704,0.026,-0.412,-5.250,-3.567,1.493,-5.373,-15.441,0.026,0.989,-0.249,-1.282,0.153,-0.122,100.000,64125.000,1.000
-0.330,-2.520,-2.748,-6.386,-3.625,0.796,-3.656,-12.402,0.026,0.987,-0.248,-1.251,0.244,-0.153,100.000,64126.000,1.000
-1.747,-4.217,-4.195,-6.641,-2.579,0.959,-1.373,-7.985,0.024,0.988,-0.247,-1.160,0.214,-0.122,100.000,64127.000,1.000
-2.303,-4.458,-4.521,-5.714,-0.384,2.254,1.746,-2.588,0.026,0.989,-0.246,-1.160,0.122,0.061,100.000,64128.000,1.000
-2.418,-3.525,-4.117,-4.020,2.323,4.303,5.594,3.045,0.027,0.990,-0.246,-1.099,0.031,0.031,100.000,64129.000,1.000
-2.884,-2.332,-3.771,-2.607,4.387,6.192,9.207,7.903,0.028,0.989,-0.246,-1.160,0.031,0.122,100.000,64130.000,1.000
-4.302,-1.762,-4.234,-2.544,4.740,6.977,11.194,10.975,0.026,0.988,-0.247,-1.038,-0.061,0.061,100.000,64131.000,1.000
-6.513,-2.104,-5.616,-4.025,3.194,6.315,10.877,11.881,0.025,0.988,-0.245,-1.038,0.031,0.031,100.000,64132.000,1.000
-8.686,-3.107,-7.290,-6.229,0.513,4.534,8.673,11.128,0.025,0.988,-0.243,-1.068,-0.061,0.122,100.000,64133.000,1.000
-10.109,-4.380,-8.524,-8.150,-2.323,2.203,5.448,9.532,0.024,0.988,-0.244,-1.129,-0.183,0.153,100.000,64134.000,1.000
-10.704,-5.552,-8.983,-9.254,-4.647,-0.156,1.984,7.607,0.025,0.988,-0.245,-1.007,-0.214,0.153,100.000,64135.000,1.000
-10.797,-6.296,-8.702,-9.468,-6.156,-2.175,-1.161,5.387,0.025,0.986,-0.244,-1.038,-0.244,0.244,100.000,64136.000,1.000
-10.591,-6.402,-7.823,-8.949,-6.818,-3.682,-3.641,2.697,0.025,0.987,-0.244,-1.038,-0.336,0.000,100.000,64137.000,1.000
-9.930,-5.738,-6.338,-7.854,-6.645,-4.536,-5.054,-0.303,0.027,0.988,-0.245,-0.977,-0.397,0.122,100.000,64138.000,1.000
-8.527,-4.185,-4.101,-6.215,-5.500,-4.461,-4.875,-2.937,0.028,0.987,-0.245,-0.916,-0.366,0.244,100.000,64139.000,1.000
-6.355,-1.803,-1.169,-4.095,-3.352,-3.307,-3.097,-4.604,0.027,0.986,-0.244,-0.854,-0.458,0.183,100.000,64140.000,1.000
-3.842,0.875,1.880,-1.875,-0.748,-1.657,-0.822,-5.435,0.026,0.986,-0.244,-0.946,-0.336,0.061,100.000,64141.000,1.000
-1.693,2.968,4.183,-0.196,1.317,-0.735,0.315,-6.177,0.027,0.985,-0.245,-0.946,-0.336,0.031,100.000,64142.000,1.000
-0.350,3.941,5.305,0.564,2.234,-1.251,-0.494,-7.475,0.028,0.986,-0.243,-0.793,-0.275,0.061,100.000,64143.000,1.000
0.501,4.148,5.704,0.723,2.345,-2.584,-2.582,-9.313,0.029,0.988,-0.243,-0.732,-0.244,0.061,100.000,64144.000,1.000
1.714,4.493,6.323,1.021,2.530,-3.443,-4.485,-11.115,0.028,0.988,-0.243,-0.641,-0.275,0.122,100.000,64145.000,1.000
3.815,5.542,7.729,1.956,3.338,-3.087,-5.172,-12.212,0.029,0.987,-0.245,-0.610,-0.214,0.061,100.000,64146.000,1.000
6.472,7.057,9.669,3.449,4.614,-1.783,-4.598,-12.132,0.031,0.987,-0.245,-0.580,-0.183,0.092,100.000,64147.000,1.000
8.853,8.369,11.422,5.075,5.863,-0.319,-3.269,-10.516,0.031,0.985,-0.244,-0.580,-0.092,0.031,100.000,64148.000,1.000
10.361,8.998,12.431,6.467,6.758,0.689,-1.560,-7.055,0.030,0.986,-0.246,-0.641,-0.092,0.061,100.000,64149.000,1.000
10.903,8.819,12.544,7.425,7.178,0.982,0.342,-1.870,0.029,0.987,-0.244,-0.519,-0.092,0.122,100.000,64150.000,1.000
10.631,7.902,11.827,7.788,6.998,0.567,2.223,4.130,0.030,0.989,-0.245,-0.519,-0.092,0.122,100.000,64151.000,1.000
9.622,6.365,10.344,7.408,6.113,-0.204,3.932,9.641,0.030,0.990,-0.245,-0.519,0.000,0.061,100.000,64152.000,1.000
7.847,4.340,8.163,6.292,4.630,-0.711,5.484,13.780,0.030,0.991,-0.243,-0.610,0.153,0.031,100.000,64153.000,1.000
5.443,2.030,5.526,4.718,2.943,-0.497,6.894,16.404,0.030,0.992,-0.241,-0.610,0.183,0.092,100.000,64154.000,1.000
2.933,-0.247,2.969,3.181,1.581,0.432,8.034,17.753,0.029,0.993,-0.245,-0.671,0.214,0.061,100.000,64155.000,1.000
1.163,-2.036,1.238,2.234,1.010,1.780,8.713,18.004,0.029,0.990,-0.245,-0.641,0.153,0.183,100.000,64156.000,1.000
0.881,-2.811,0.926,2.235,1.506,3.318,8.891,17.257,0.030,0.990,-0.242,-0.732,0.244,0.000,100.000,64157.000,1.000
2.154,-2.278,2.051,3.108,3.054,4.933,8.765,15.782,0.027,0.991,-0.247,-0.671,0.244,0.092,100.000,64158.000,1.000
4.230,-0.651,4.021,4.412,5.319,6.383,8.635,14.041,0.026,0.991,-0.245,-0.763,0.244,-0.031,100.000,64159.000,1.000
6.127,1.479,6.113,5.731,7.794,7.286,8.729,12.492,0.027,0.991,-0.245,-0.702,0.153,0.031,100.000,64160.000,1.000
7.265,3.487,7.868,6.897,9.972,7.410,9.075,11.281,0.028,0.990,-0.244,-0.702,0.214,0.122,100.000,64161.000,1.000
7.502,4.910,8.981,7.741,11.303,6.744,9.302,9.899,0.027,0.989,-0.245,-0.702,0.244,-0.061,100.000,64162.000,1.000
6.882,5.535,9.110,7.875,11.223,5.355,8.733,7.419,0.028,0.990,-0.247,-0.732,0.183,-0.061,100.000,64163.000,1.000
5.599,5.485,8.100,6.933,9.532,3.528,6.987,3.414,0.026,0.990,-0.248,-0.610,0.183,0.000,100.000,64164.000,1.000
4.097,5.188,6.335,5.031,6.785,2.007,4.537,-1.439,0.026,0.990,-0.247,-0.641,0.153,-0.031,100.000,64165.000,1.000
2.965,5.173,4.660,2.873,4.158,1.700,2.486,-5.736,0.025,0.991,-0.246,-0.641,0.275,0.061,100.000,64166.000,1.000
2.596,5.691,3.795,1.251,2.651,2.722,1.465,-8.341,0.028,0.990,-0.246,-0.610,0.305,0.061,100.000,64167.000,1.000
2.876,6.392,3.724,0.404,2.253,3.933,0.793,-9.282,0.029,0.992,-0.245,-0.641,0.336,0.092,100.000,64168.000,1.000
3.210,6.494,3.707,-0.032,2.054,3.956,-0.746,-9.608,0.028,0.991,-0.245,-0.671,0.305,0.092,100.000,64169.000,1.000
2.933,5.435,2.949,-0.482,1.214,2.481,-3.502,-10.226,0.027,0.993,-0.246,-0.702,0.244,0.122,100.000,64170.000,1.000
1.763,3.334,1.217,-1.051,-0.390,0.256,-6.731,-11.076,0.028,0.992,-0.243,-0.610,0.244,0.061,100.000,64171.000,1.000
